date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-28,CENTRALBK,Banks - Regional,Financial Services,62.79,54508,20.43,1.68,3.08,-9.22,1.64,0,8.24,0.62,1.67,0.35,120.7,25.33,5,-3.03
2024-06-28,JSWINFRA,Integrated Freight & Logistics,Industrials,328.4,67372,58.28,8.39,17.9,37.36,32.67,0,14.4,0.59,11.66,0.97,-9999999999,57.66,33.85,11.85
2024-06-28,POLICYBZR,Insurance Brokers,Financial Services,1397.25,62676,963.62,10.68,18.23,7245.71,321.28,0,1.14,0.04,-4.49,-8.51,101.59,75.83,24.28,18.38
2024-06-28,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,241.89,71027,28.63,7.89,1.56,-11.35,13.66,1.07,27.58,4.53,17.12,0.28,45.76,33.24,41.25,9.13
2024-06-28,THERMAX,Conglomerates,Industrials,5351,60264,93.42,13.57,6.46,243.69,55.17,0.19,14.53,0.29,11.96,2.16,140.1,73.65,27.64,1.27
2024-06-28,PHOENIXLTD,Real Estate - Diversified,Real Estate,3588.3,64122,58.53,6.78,16.12,29.66,32.81,0.14,11.62,0.49,11.24,-3.26,133.06,59.86,28.95,15.7
2024-06-28,GMRINFRA,Airports & Air Services,Industrials,96.57,58290,-104.22,-26.93,6.66,15.02,22.94,0,25.84,-16.59,3.65,-0.5,126.69,19.89,18.35,11
2024-06-28,TATAELXSI,Software - Application,Technology,7001.4,43603,55.04,17.4,12.27,62.18,37.4,0.87,31.62,0.09,34.55,11.21,-7.71,-20.02,-10.07,-3.96
2024-06-28,PATANJALI,Packaged Foods,Consumer Defensive,1591.4,57608,75.28,5.64,1.82,32.99,38.27,0.75,7.5,0.1,9.87,-5.43,33.78,1.04,18.9,9.68
2024-06-28,SJVN,Utilities - Renewable,Utilities,131.63,51728,56.25,3.68,20.05,39.5,32.77,1.34,6.48,1.44,3.59,-1.71,224.61,44.73,8.43,-5.78
2024-06-28,PRESTIGE,Real Estate - Diversified,Real Estate,1892.6,75868,55.21,6.72,9.63,58.48,22.89,0.08,12.17,1.19,9.47,1.2,227.55,60.54,61.76,25.75
2024-06-28,ACC,Building Materials,Basic Materials,2619.05,,,,,,,,,,,,44.51,18.44,5.11,3.25
2024-06-28,NYKAA,Internet Retail,Consumer Cyclical,176.44,50392,1561.79,39.92,7.89,200761,150.72,0,2.56,0.77,8.01,25.44,19.3,1.43,8.95,9.08
2024-06-28,SUNDARMFIN,Credit Services,Financial Services,4691.9,51704,36,4.67,13.96,-6.09,16.96,0.62,12.96,4,3.55,4.42,79.51,33.74,13.37,12.25
2024-06-28,UBL,Beverages - Brewers,Consumer Defensive,1986.05,52513,128.05,12.57,6.46,679.07,68.24,0.38,9.81,0.02,11.46,3.67,31.95,11.25,14.41,5.77
2024-06-28,ABCAPITAL,Financial Conglomerates,Financial Services,238.71,62066,18.43,2.31,1.9,-2.58,13.76,0,12.44,4.11,14.25,-0.53,23.36,43.46,36.09,5.69
2024-06-28,MPHASIS,Information Technology Services,Technology,2456.55,46423,30.02,5.28,3.5,21.3,18.19,2.03,17.68,0.27,20.26,-5.71,32.87,-10.34,2.87,3.9
2024-06-28,BALKRISIND,Auto Parts,Consumer Cyclical,3229,62423,42.42,7.05,6.66,29.97,24.2,0.5,16.62,0.35,16.01,1.08,36.76,25.71,39.34,4.19
2024-06-28,DIXON,Consumer Electronics,Technology,11971.3,71615,191.66,42.25,4.05,122.56,99.41,0.02,21.7,0.29,23.71,4.12,174.45,82.3,60.06,29.58
2024-06-28,MAHABANK,Banks - Regional,Financial Services,64.81,45895,11.17,2.31,3.58,3.96,1.53,1.91,20.49,0.39,2.11,0.22,127.8,43.54,3.95,-6.07
2024-06-28,KALYANKJIL,Luxury Goods,Consumer Cyclical,501.15,51622,86.42,12.32,2.78,39.03,40.31,0.1,14.26,1.07,19.84,2.27,253.05,41.53,17.15,26.94
2024-06-28,SCHAEFFLER,Auto Parts,Consumer Cyclical,4740.5,,,,,,,,,,,,53.54,48,68.62,5.78
2024-06-28,AWL,Packaged Foods,Consumer Defensive,332.1,43163,291.66,5.19,0.84,149.39,33.65,0,1.78,0.32,8.21,-3.91,-19.79,-6.42,3.33,-3.57
2024-06-28,APLAPOLLO,Steel,Basic Materials,1555.3,43164,58.93,11.97,2.47,38.83,34.7,0.32,20.32,0.32,21.66,4.19,18,1.2,3.97,-2.69
2024-06-28,TATATECH,Information Technology Services,Technology,1021.95,41458,61.02,12.87,8.1,140.85,38.98,1.2,21.09,0.08,24.18,6.88,-9999999999,-13.41,0.13,-2.9
2024-06-28,SONACOMS,Auto Parts,Consumer Cyclical,641,37592,72.67,14.18,11.8,54.26,41.35,0.48,19.52,0.16,21.3,2.37,24.49,-0.54,-9.2,1.63
2024-06-28,KPITTECH,Information Technology Services,Technology,1634.75,44338,74.57,20.66,9.1,44.26,42.03,0.29,27.71,0.15,29.96,1.31,49.33,7.99,9.98,10.77
2024-06-28,FACT,Agricultural Inputs,Basic Materials,986.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.62,1.32,21.08,NaN,114.18,22.46,57.14,42.31
2024-06-28,PSB,Banks - Regional,Financial Services,59.63,40416,67.76,2.6,9.95,23.11,5.39,0.8,3.83,0.63,0.51,-1.24,99.1,38.19,-0.2,-3.51
2024-06-28,PETRONET,Oil & Gas Refining & Marketing,Energy,330.25,49538,13.56,2.85,0.94,10.17,8.56,3.03,20.98,0.17,20.73,1.38,49.67,48.33,25.47,11.14
2024-06-28,L&TFH,,,,,,,,,,,,,,,,,,
2024-06-28,UNOMINDA,Auto Parts,Consumer Cyclical,1092.05,62694,71.19,12.68,4.47,64.02,35.91,0.17,17.81,0.35,17,2.04,90.73,58.81,59.48,26.1
2024-06-28,PAGEIND,Apparel Manufacturing,Consumer Cyclical,39099.35,43611,76.62,27.31,9.52,40.36,49.05,0.79,35.64,0.12,44.8,-213.25,4.34,1.52,13.49,7.16
2024-06-28,MRPL,Oil & Gas Refining & Marketing,Energy,214.33,37564,10.44,2.83,0.42,5.33,6.36,0.47,27.08,0.96,27.92,0.29,176.2,60.97,-1.93,-0.64
2024-06-28,AUBANK,Banks - Regional,Financial Services,672.05,44972,29.3,3.58,6.51,17.24,5.78,0.15,12.22,0.44,2.3,5.33,-10.13,-14.65,18.95,3.66
2024-06-28,MAZDOCK,Aerospace & Defense,Industrials,4281.45,86353,44.58,13.83,9.12,126.29,31.36,0.52,31.02,0,19.5,0.61,245.25,87.71,129.68,27.52
2024-06-28,HUDCO,Credit Services,Financial Services,281.2,56294,26.6,3.39,18.86,-5.47,16.62,1.64,12.74,4.45,2.82,1.09,391.18,123.26,50.17,7.12
2024-06-28,GUJGASLTD,Utilities - Regulated Gas,Utilities,628.45,43262,37.84,5.6,2.76,26.48,20.82,1.06,14.81,0.02,15.8,-1.5,34.46,36.18,15.47,13.22
2024-06-28,NIACL,Insurance - Diversified,Financial Services,236.94,39048,35,1.38,0.9,-8.24,17.56,0,3.84,0,40.18,5.43,102.34,12.64,4.33,1
2024-06-28,CRISIL,Financial Data & Stock Exchanges,Financial Services,4251.9,,,,,,,,,,,,10.87,-1.96,-16.1,1.37
2024-06-28,AIAENG,Specialty Industrial Machinery,Industrials,4178.55,39413,34.71,5.92,8.26,43.66,24.57,0.35,17.06,0.07,18.28,4.6,28.17,13.26,6.72,13.72
2024-06-28,FEDERALBNK,Banks - Regional,Financial Services,177.25,43174,10.71,1.43,3.51,6.71,2.46,0.54,12.89,0.84,1.75,0.94,45.11,13.51,18.01,11.13
2024-06-28,IREDA,Credit Services,Financial Services,190.44,51186,36.91,5.98,10.48,-4.61,58.75,0,14.63,5.8,2.57,0.61,-9999999999,85.25,40.13,2.8
2024-06-28,VOLTAS,Specialty Industrial Machinery,Industrials,1472.2,48713,193.2,8.37,3.93,63.97,82,0.29,4.33,0.13,6.8,2.23,93.02,50.48,33.41,7.05
2024-06-28,DALBHARAT,Building Materials,Basic Materials,1813.45,34008,41.17,2.07,2.31,12.91,13.15,0.5,5.04,0.29,4.9,-2.04,-18.3,-20.29,-6.63,2.14
2024-06-28,POONAWALLA,Credit Services,Financial Services,409.1,31524,18.91,3.86,10.6,-4.17,20.85,0.97,20.6,1.86,5.05,0.13,18.61,-6.07,-12.13,-8.99
2024-06-28,MEDANTA,Medical Care Facilities,Healthcare,1308.3,35129,73.48,12.09,10.73,57.39,40.64,0,16.45,0.28,17.79,1.76,99.44,36.4,-0.97,10.18
2024-06-28,IRB,Infrastructure Operations,Industrials,64.87,39175,64.66,2.85,5.29,9.66,15.12,0.42,4.41,1.36,5.7,-4.12,139.82,56.13,10.79,-10.77
2024-06-28,3MINDIA,Conglomerates,Industrials,36804.3,41461,71.06,19.31,9.9,64.48,48.29,0.27,27.17,0.01,32.26,2.42,35.15,-1.35,17.99,9.88
2024-06-28,MFSL,Insurance - Life,Financial Services,971.7,33535,98.65,8.67,0.72,5.49,49.67,0,8.8,0.14,28.61,-9.66,21.92,1.82,-3.04,-0.01
2024-06-28,M&MFIN,Credit Services,Financial Services,300.6,37106,19.21,1.86,4.56,-2.01,12.72,1.99,9.7,4.57,3.63,-2.83,-7.92,8.64,7.82,11.98
2024-06-28,UPL,Agricultural Inputs,Basic Materials,570.85,42849,-35.71,1.54,0.99,23.52,13.22,1.75,-4.32,1.07,4.68,0.26,-16.09,-2.79,25.19,10.36
2024-06-28,HONAUT,Electrical Equipment & Parts,Industrials,56711.2,50142,100,13.9,12.36,114.3,64.71,0.17,13.9,0.02,14.57,6.91,35.76,53.91,46.59,8.62
2024-06-28,BSE,Financial Data & Stock Exchanges,Financial Services,2582.55,34984,44.94,10.59,25.17,12.31,29.57,0.47,23.57,0,6.88,0.17,320.1,16.27,2.65,-2.07
2024-06-28,FLUOROCHEM,Specialty Chemicals,Basic Materials,3192.35,35068,80.63,5.91,8.19,55.99,36.61,0.06,7.33,0.35,9.23,-1.2,8.03,-13.7,3.07,3.63
2024-06-28,COFORGE,Information Technology Services,Technology,5458.8,33747,41.77,9.31,3.68,37.36,23.37,1.38,22.28,0.2,24.24,2.43,16.92,-13,-0.79,6.17
2024-06-28,LICHSGFIN,Mortgage Finance,Financial Services,796.8,43830,9.21,1.39,5.01,-6.13,11.62,1.07,15.12,7.71,2.65,0.14,102.77,48.63,30.42,23.19
2024-06-28,GLAXO,Drug Manufacturers - General,Healthcare,2651,44910,76.11,25.26,13.05,77.16,51.15,1.21,33.19,0.01,41.27,-22.49,84.28,39.66,36.19,4.62
2024-06-28,DELHIVERY,Integrated Freight & Logistics,Industrials,400.15,29483,-117.69,3.22,3.62,62.41,65.18,0,-2.72,0.13,-5.89,1.55,3.44,2.8,-10.19,-0.71
2024-06-28,BDL,Aerospace & Defense,Industrials,1596.6,58526,190.98,16.09,24.9,142.15,64.49,0.25,16.85,0,6.4,2.58,190.73,86.48,82.27,3.62
2024-06-28,STARHEALTH,Insurance - Diversified,Financial Services,558.65,32697,38.69,4.86,2.33,27.56,28.99,0,12.55,0.07,77.67,1.08,-2.12,4.47,2.8,8.73
2024-06-28,FORTIS,Medical Care Facilities,Healthcare,475.35,35887,59.94,4.68,5.21,32.62,28.64,0.24,7.82,0.15,9.14,35.97,55.83,13.39,13.12,2.68
2024-06-28,BIOCON,Biotechnology,Healthcare,351.1,42020,41.11,2.12,2.96,14.23,15.04,0.48,5.17,0.82,4.04,0.34,43.31,40.64,32.92,8.5
2024-06-28,COROMANDEL,Agricultural Inputs,Basic Materials,1600.85,47136,28.71,5,2.14,33.02,17.85,0.39,17.43,0.05,21.73,-1.55,69.99,27.9,48.91,24.3
2024-06-28,NLCINDIA,Utilities - Regulated Electric,Utilities,240.15,33301,17.83,2.01,2.56,5.92,9.95,1.5,11.22,1.36,3.65,0.57,135.21,-5.25,5.28,8.47
2024-06-28,TATAINVEST,Capital Markets,Financial Services,6474.7,32759,85.1,1.09,74.48,139.48,78.17,0.74,1.28,0,1.24,1.61,178.25,51.21,3.7,-0.96
2024-06-28,JKCEMENT,Building Materials,Basic Materials,4389,33914,42.88,6.32,2.93,17.31,17.86,0.34,14.73,1.03,13.04,0.49,28,15.86,7.68,11.42
2024-06-28,IPCALAB,Drug Manufacturers - Specialty & Generic,Healthcare,1129.7,28661,43.75,4.53,3.72,30.34,22.04,0.18,8.64,0.23,11.02,1.12,51.43,1.49,-8.7,-12.7
2024-06-28,METROBRAND,Apparel Retail,Consumer Cyclical,1228.5,33405,81.3,17.92,14.17,56.61,44.72,0.35,22.13,0.59,16.53,5.83,27,-3.43,6.46,5.81
2024-06-28,KEI,Electrical Equipment & Parts,Industrials,4419.9,39886,68.79,12.67,4.92,65.33,44.44,0.07,18.45,0.05,24.07,3.19,90.61,36.02,27.75,5.04
2024-06-28,ESCORTS,Farm & Heavy Construction Machinery,Industrials,4146.5,44966,42.91,4.9,5.08,43.56,28.33,0.17,11.43,0.01,10.64,0.67,88.89,39,49.3,7.61
2024-06-28,LLOYDSME,Steel,Basic Materials,732.2,36981,29.97,13.16,5.67,21.74,20.78,0,44.22,0.01,56.89,-0.06,-9999999999,22.07,21.63,5.88
2024-06-28,GLAND,Drug Manufacturers - General,Healthcare,1824.85,30058,38.91,3.45,5.31,30.15,20,0,8.85,0.04,10.67,-34.69,71.32,-5.18,-1.11,-1.95
2024-06-28,IGL,Utilities - Regulated Gas,Utilities,503.7,35260,17.76,3.66,2.52,23.02,11.84,0.79,20.61,0.01,19.23,0.84,5.99,20.4,16.92,9.14
2024-06-28,NAM-INDIA,Asset Management,Financial Services,644.45,40601,36.76,10.2,24.71,52.22,29.21,2,27.81,0,22.34,0.71,149.59,43.9,36.78,5.46
2024-06-28,APOLLOTYRE,Auto Parts,Consumer Cyclical,541.9,34417,19.99,2.48,1.36,10.01,8.49,0.83,12.39,0.35,14.91,0.31,32.35,19.35,16.18,15.04
2024-06-28,JUBLFOOD,Restaurants,Consumer Cyclical,563.25,37034,93.1,17.06,6.55,36.68,30,0.21,18.4,1.93,8.79,7.12,13.79,-0.32,25.49,9.84
2024-06-28,POWERINDIA,Electronic Components,Technology,12911.6,54722,334.15,40.24,10.74,216.88,152.98,0.03,12.04,0.16,18.29,4.49,213.56,145.26,85.2,20.4
2024-06-28,MSUMI,Auto Parts,Consumer Cyclical,75.31,33296,52.3,19.86,4.02,42.09,32.73,0.86,38.07,0.15,45.3,1.69,33.06,21.96,13.93,13.08
2024-06-28,BANDHANBNK,Banks - Regional,Financial Services,203.78,32829,14.72,1.52,2.63,2.22,2.82,0.74,10.32,0.76,3.76,9.12,-12.71,-15.58,13.21,6.3
2024-06-28,DEEPAKNTR,Chemicals,Basic Materials,2501.95,34125,42.08,7.11,4.44,38.86,26.71,0.3,16.91,0.06,18.03,-8.71,14.92,0.84,17.71,10.33
2024-06-28,ZFCVINDIA,Auto Parts,Consumer Cyclical,15551.2,29497,72.57,10.57,7.79,152.95,44.54,0.08,14.57,0.02,15.9,2.6,27.71,-2.85,2.44,-5.32
2024-06-28,AJANTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,2287.2,28800,35.31,8.07,6.84,36.68,22.84,2.23,22.88,0.01,27.7,0.86,54.69,9.77,2.53,-4.51
2024-06-28,KPRMILL,Textile Manufacturing,Consumer Cyclical,882.15,30154,37.44,6.92,5.18,44.48,23.96,0.51,18.48,0.27,21.92,-35.81,34.57,6.95,5.97,11.1
2024-06-28,SYNGENE,Biotechnology,Healthcare,710,28455,55.79,6.68,8.16,27.31,26.44,0.18,11.98,0.13,12.87,5.28,-6.53,1.22,1.06,2.8
2024-06-28,EIHOTEL,Lodging,Consumer Cyclical,429.3,26847,42.01,6.81,10.69,37.72,26.19,0.29,16.22,0.05,17.66,0.41,106.39,72.06,-4.49,-1.66
2024-06-28,APARINDS,Electrical Equipment & Parts,Industrials,8473.45,34037,41.25,8.78,2.12,-120.15,21.1,0.45,21.29,0.12,32.71,1.77,154.35,39.98,21.42,8.69
2024-06-28,NATIONALUM,Aluminum,Basic Materials,187.11,34366,17.28,2.36,2.61,12.64,9.89,2.14,13.65,0.01,13.07,0.45,128.32,41.8,22.65,-3.92
2024-06-28,TATACHEM,Chemicals,Basic Materials,1103.1,28103,104.86,1.26,1.82,9.32,15.4,1.59,1.2,0.25,6.08,-1.19,10.73,-0.09,2.05,2.87
2024-06-28,GLENMARK,Drug Manufacturers - Specialty & Generic,Healthcare,1230.5,34724,-23.12,4.42,2.98,-130.81,22.68,0.34,-19.13,0.16,7.18,0.04,82.13,44.1,28.38,4.24
2024-06-28,HINDCOPPER,Copper,Basic Materials,318.7,30820,104.36,13.49,17.95,105.52,68.46,0.29,12.92,0.1,13.72,-515.25,175.1,16.46,14.62,-15.48
2024-06-28,GODREJIND,Conglomerates,Industrials,855.9,28818,480.84,3.6,1.74,-6.73,25.99,0.23,0.75,3.62,3.22,-5.12,70.31,14.97,9.39,2.34
2024-06-28,NH,Medical Care Facilities,Healthcare,1204.75,24469,31,8.49,4.88,22.94,21.05,0.21,27.37,0.56,20.16,1.03,22.37,0.23,-6.16,4.93
2024-06-28,BLUESTARCO,Building Products & Equipment,Industrials,1634.55,33609,78.7,12.88,3.47,116.2,46.92,0.34,15.9,0.09,20.71,-545.64,112.75,72.6,28.33,7.83
2024-06-28,EXIDEIND,Auto Parts,Consumer Cyclical,564.5,47983,54.75,3.72,2.86,31.33,25.66,0.35,6.8,0.09,9.17,8.41,143.06,77.6,85.36,11.39
2024-06-28,ENDURANCE,Auto Parts,Consumer Cyclical,2678.15,37672,55.36,7.57,3.68,35.64,26.83,0.26,13.67,0.15,15.12,1.32,69.77,38.53,46.59,22.32
2024-06-28,JBCHEPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,1754.65,27232,49.28,9.32,7.82,34.01,29.46,0.58,18.9,0.13,24.27,1.37,49.33,8,6.32,-0.77
2024-06-28,PAYTM,Software - Infrastructure,Technology,401.75,25528,-18.02,1.92,2.56,39.23,-34.28,0,-10.63,0.01,-12.06,1.04,-52.71,-36.78,-0.22,11.77
2024-06-28,ANGELONE,Capital Markets,Financial Services,2602,21859,19.74,7.19,5.13,-66.26,13.74,1.48,37.04,0.84,29.06,0.78,51.7,-25.4,-14.55,4.39
2024-06-28,MOTILALOFS,Capital Markets,Financial Services,614.55,9158,3.75,1.05,1.66,-26.24,4.27,2.76,27.96,1.57,15.19,0.02,-12.85,-50.47,47.48,7.93
2024-06-28,ITI,Communication Equipment,Technology,308.9,29682,-52.09,16.63,23.49,30.48,-114.33,0,-31.88,1.01,-16.98,-0.94,186.28,1.43,22.24,6.01
2024-06-28,360ONE,Asset Management,Financial Services,980.15,35174,44.84,10.2,17.53,-74.82,25.8,1.68,23.31,2.71,5.07,2.17,119.84,38.08,45.08,22.53
2024-06-28,CARBORUNIV,Conglomerates,Industrials,1669.75,31769,68.94,10.16,6.86,52.81,37.17,0.21,14.76,0.05,15.77,6.04,40.46,49.97,31.65,4.69
2024-06-28,AARTIIND,Specialty Chemicals,Basic Materials,686.25,24877,59.73,4.7,3.9,20.66,28.53,0.22,7.86,0.61,8.5,-2.53,35.69,5.64,3.11,9.28
2024-06-28,SUNTV,Broadcasting,Communication Services,752.2,29644,15.4,2.81,6.92,13.65,10.68,2.23,18.27,0,19.9,1.2,72.88,5.62,25.31,15.06
2024-06-28,KIOCL,Steel,Basic Materials,448,27228,-327.01,14.19,14.69,259.99,-1239.5,0,-4.34,0.09,-4.67,21.94,135.85,21.69,15.2,-0.54
2024-06-28,ISEC,Capital Markets,Financial Services,757.55,24496,14.51,6.24,4.95,-4.36,12.24,2.8,43.25,4.3,14.08,0.28,23.4,5.51,4.11,6.63
2024-06-28,RADICO,Beverages - Wineries & Distilleries,Consumer Defensive,1786.45,23888,91.11,9.79,5.8,130.63,47.22,0.17,10.75,0.34,13.61,4.8,47.37,7.73,3.4,10.98
2024-06-28,SUNDRMFAST,Auto Parts,Consumer Cyclical,1353.05,28432,54.49,8.31,5.02,48.29,31.01,0.43,15.25,0.19,18.17,9.94,11.47,8.34,23.72,17.58
2024-06-28,CREDITACC,Credit Services,Financial Services,1322.1,21072,14.62,3.21,4.22,-4.45,21,0,22.01,3.32,7.73,0.2,-0.27,-17.19,-8.28,-0.08
2024-06-28,COCHINSHIP,Aerospace & Defense,Industrials,2215.15,58277,74.4,11.65,15.21,-339.62,47.64,0.41,15.66,0.09,14.37,0.47,686.07,227.22,154.09,9.77
2024-06-28,HATSUN,Packaged Foods,Consumer Defensive,1026,22854,85.5,14.54,2.86,-319.83,27.67,0.58,17,1.72,16.91,1.45,7.28,-9.89,1.43,0.24
2024-06-28,MANYAVAR,Apparel Manufacturing,Consumer Cyclical,1051.65,25542,61.72,15.94,18.68,52.87,35.68,0.86,25.86,0.28,24.5,-17.05,-16.19,-17.06,13.51,2.7
2024-06-28,CYIENT,Conglomerates,Industrials,1837,20191,29.57,4.74,2.83,27.81,16,1.51,16.04,0.18,19.38,0.9,24.35,-19.89,-7.98,5.39
2024-06-28,GET&D,Specialty Industrial Machinery,Industrials,1491.7,38195,210.96,30.73,12.06,73.68,111.57,0,14.57,0.03,20.16,-0.02,581.76,196.35,75.86,16.3
2024-06-28,BRIGADE,Real Estate - Development,Real Estate,1348.4,31162,69,8.54,6.36,93.3,25.53,0.15,12.38,1.5,10.08,1.26,132.9,50.37,44.17,8.41
2024-06-28,TIMKEN,Tools & Accessories,Industrials,4277.55,32176,82.06,13.31,11.06,94.66,51.98,0.04,16.22,0.01,19.38,236.82,25.53,31.54,49.59,8.45
2024-06-28,NBCC,Engineering & Construction,Industrials,156.96,28253,70.36,12.69,2.74,386.75,47.47,0.36,18.04,0,18.88,1.39,308.22,92.47,32.01,10.34
2024-06-28,JBMA,Auto Parts,Consumer Cyclical,2051.3,24257,135.67,20.77,4.84,118.44,43.95,0.06,15.32,1.82,20.17,3.1,68.37,40.1,13.7,-1.44
2024-06-28,GILLETTE,Household & Personal Products,Consumer Defensive,7244.85,,,,,,,,,,,,41.34,11.76,11.12,2.38
2024-06-28,KANSAINER,Specialty Chemicals,Basic Materials,270.1,21835,18.44,3.91,2.8,24.18,12.25,0.67,21.23,0.05,14.22,0.12,-11.34,-18.95,2.99,-0.86
2024-06-28,LAURUSLABS,Drug Manufacturers - Specialty & Generic,Healthcare,424.55,22882,142.95,5.57,4.54,34.37,31.8,0.38,3.91,0.63,7.45,-1.79,16.92,-1.31,8.21,-3.62
2024-06-28,GRINDWELL,Building Products & Equipment,Industrials,2733.6,30267,78.89,14.73,11.34,82.26,51.65,0.53,18.67,0.04,20.4,13.16,20.81,17.37,43.8,5.52
2024-06-28,FIVESTAR,Credit Services,Financial Services,793.25,23199,27.75,4.46,10.85,-10.93,24.53,0,16.09,1.22,9.57,0.7,23.23,7.94,10.26,11.11
2024-06-28,SWANENERGY,Textile Manufacturing,Consumer Cyclical,586.9,18397,28.53,2.93,3.67,711.17,30.91,0.01,4.8,0.55,6.94,-0.03,128.19,14.85,-12.4,-5.75
2024-06-28,CHOLAHLDNG,Credit Services,Financial Services,1453.5,27294,15.4,2.66,1.08,-0.76,47.42,0.38,17.31,13.09,3.12,0.41,58.64,39.75,30.77,28.17
2024-06-28,IRCON,Engineering & Construction,Industrials,269.65,25362,27.29,4.32,2.06,-322.86,15.2,1.11,15.83,0.44,7.98,1.28,222.16,57.32,22.76,-0.99
2024-06-28,SKFINDIA,Tools & Accessories,Industrials,6467.5,31975,57.95,11.92,7,51.23,37.91,0.62,20.57,0,23.61,11.4,29.48,40.59,55.52,3.03
2024-06-28,BSOFT,Information Technology Services,Technology,690.3,19046,31.02,6.26,3.61,26.52,19.95,0.65,20.49,0.03,23.62,0.36,96.25,-4.26,-6.97,11.26
2024-06-28,ASTERDM,Medical Care Facilities,Healthcare,346.65,17256,133.47,3.78,4.66,109.34,14.45,0,2.84,0.3,5.34,-1.92,22.21,-15.41,-15.31,-5.11
2024-06-28,RELAXO,Footwear & Accessories,Consumer Cyclical,827.3,20595,102.73,10.29,7.07,87.59,47.67,0.3,10.02,0.1,11.81,3.46,-8.08,-8.43,1.22,2.27
2024-06-28,SONATSOFTW,Information Technology Services,Technology,592.45,16444,53.37,11.69,1.91,58.61,24.58,1.33,21.94,0.54,28.97,-1.68,16.85,-20.24,-17.98,9.97
2024-06-28,GSPL,Utilities - Regulated Gas,Utilities,296.55,16732,10.08,1.55,0.97,5.97,5.13,2.94,15.33,0.01,16.96,9.08,3.47,-3.09,-16.82,2.14
2024-06-28,RATNAMANI,Steel,Basic Materials,3608.65,25294,40.61,8.05,5,49.48,26.07,0.33,19.83,0.05,23.38,1.85,58.52,7.3,29.15,11.17
2024-06-28,ABFRL,Apparel Manufacturing,Consumer Cyclical,312.15,31538,-50.22,7.82,2.25,23.51,22.38,0,-15.57,2.34,-1.47,-0.03,46.24,39.54,51.86,4.29
2024-06-28,APLLTD,Drug Manufacturers - Specialty & Generic,Healthcare,876.6,17231,27.98,3.58,2.77,21.45,18.34,0.91,12.78,0.11,13.24,0.35,36.72,15.43,-10.99,-7.44
2024-06-28,PFIZER,Drug Manufacturers - General,Healthcare,4528.55,20718,37.58,5.76,9.45,80.66,25.13,0.89,15.33,0.03,15.56,-3.23,18.2,6.08,7.95,-2.03
2024-06-28,RAMCOCEM,Building Materials,Basic Materials,836.45,19765,53.04,2.73,2.11,10.37,15.67,0.24,4.97,0.68,7.78,3.63,-10.41,-18.02,3.2,11.18
2024-06-28,SIGNATURE,Real Estate - Development,Real Estate,1386.7,19485,1204.02,31.09,15.71,210.87,370.84,0,2.58,3.09,-2.42,-9.61,-9999999999,58.06,2.02,7.71
2024-06-28,PEL,Financial Conglomerates,Financial Services,927,20827,-12.73,0.78,2.57,787.98,37.55,3.55,-6.34,2.02,2.57,0.11,-2.35,-0.47,9.14,11.67
2024-06-28,ELGIEQUIP,Specialty Industrial Machinery,Industrials,718.45,22733,72.87,14.11,7.06,79.02,42.37,0.28,19.36,0.4,23.84,-4.61,35.58,31.93,19.4,16.69
2024-06-28,LALPATHLAB,Diagnostics & Research,Healthcare,2780.7,23140,64.69,12.51,10.39,43.22,34.17,0.87,19.34,0.13,39.11,1.31,26.05,7.88,22.88,4.77
2024-06-28,EMAMILTD,Household & Personal Products,Consumer Defensive,689.3,30088,41.58,12.3,8.41,38.62,33.74,1.16,29.57,0.04,30.29,2.9,67.12,22.27,60.55,31.58
2024-06-28,SANOFI,Drug Manufacturers - General,Healthcare,6500,,,,,,,,,,,,-5.94,-19.43,-19.89,-24.4
2024-06-28,JYOTICNC,Specialty Industrial Machinery,Industrials,1354.5,30805,204.19,22.57,23.01,-638.39,100.21,0,11.06,0.22,18.31,-0.07,-9999999999,-9999999999,64.89,35.71
2024-06-28,TRIDENT,Textile Manufacturing,Consumer Cyclical,38.08,19163,55.19,4.44,2.81,66.7,21.31,0.95,8.1,0.49,9.61,-2.56,14.01,4.9,4.19,2.5
2024-06-28,CASTROLIND,Oil & Gas Refining & Marketing,Energy,200.61,,,,,,,,,,,,64.5,11.61,7.88,7.11
2024-06-28,KAJARIACER,Building Products & Equipment,Industrials,1408.15,22426,53.13,8.57,4.9,37.27,30.72,0.64,16.13,0.09,19.18,2.35,11.07,8.18,21.93,10.91
2024-06-28,KAYNES,Specialty Industrial Machinery,Industrials,3853.4,24631,127.43,9.9,13.65,351.15,80.41,0,7.37,0.13,9.06,2.35,151.45,47.61,34.17,16.62
2024-06-28,CENTURYTEX,Paper & Paper Products,Basic Materials,2315.45,25573,507.77,6.43,6,-81.1,58.93,0.22,1.27,0.63,3.56,-6.25,189.49,89.4,42.06,6.75
