date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-28,WELCORP,Steel,Basic Materials,549.05,14363,12.97,2.56,0.83,11,7.59,0.91,19.77,0.35,15.41,0.03,108.96,0.16,6.53,-8.48
2024-06-28,MGL,Utilities - Regulated Gas,Utilities,1596.9,15774,12.36,3.07,2.51,10.06,7.86,1.75,24.82,0.03,28.08,0.2,54.35,33.02,17.07,22.48
2024-06-28,KSB,Specialty Industrial Machinery,Industrials,4696.7,,,,,,,,,,,,117.63,35.48,21.81,5.08
2024-06-28,WELSPUNLIV,Textile Manufacturing,Consumer Cyclical,153.66,14783,21.76,3.27,1.53,27.74,11.3,0.07,15.08,0.58,15.68,0.09,64.78,6.38,11.67,9.56
2024-06-28,HSCL,Specialty Chemicals,Basic Materials,394.2,19419,47.27,6.38,4.64,47.98,28.8,0.06,13.49,0.2,18.34,0.76,193.74,27.37,30.4,15.62
2024-06-28,DCMSHRIRAM,Specialty Chemicals,Basic Materials,1005.3,15534,35.06,2.38,1.43,19.57,15.92,0.76,6.86,0.33,7.83,-0.69,11.45,-2.25,17.68,2.16
2024-06-28,ASTRAZEN,Drug Manufacturers - Specialty & Generic,Healthcare,6250.75,15627,96.76,21.95,12.06,560.86,64.18,0.26,22.69,0.01,23.51,1.54,67.99,13.1,17.31,-1.91
2024-06-28,ZEEL,Broadcasting,Communication Services,151.79,14580,103.26,1.34,1.69,20.41,19.24,0,1.3,0.02,5.34,0.53,-14.48,-44.74,9.56,0.56
2024-06-28,BEML,Conglomerates,Industrials,4438.05,18483,65.59,6.93,4.56,40.38,38.28,0.23,10.56,0.03,10.63,0.84,175.3,56.87,39.4,-0.34
2024-06-28,HFCL,Communication Equipment,Technology,113.17,16298,48.57,4.12,3.65,-363.13,25.56,0.18,8.34,0.25,11.62,7.06,74.78,34.49,23.28,8.45
2024-06-28,RAINBOW,Medical Care Facilities,Healthcare,1245.85,12646,58.27,10.04,9.75,39.35,28.84,0.24,17.24,0.61,15.68,24.89,27.46,4.43,-3.98,-0.2
2024-06-28,ABSLAMC,Asset Management,Financial Services,632.15,18212,23.34,5.75,13.46,26.59,17.41,0.83,24.63,0.02,21.11,0.75,71.18,34.69,38.93,18
2024-06-28,HONASA,Household & Personal Products,Consumer Defensive,432.85,14035,125.56,12.81,7.31,59.64,75.55,0,10.21,0.12,8.74,-0.71,-9999999999,-1.8,7.57,1.17
2024-06-28,ASAHIINDIA,Auto Parts,Consumer Cyclical,671,16312,49.74,6.93,3.78,24.97,23.85,0.3,13.94,0.84,14.75,-4.91,39.13,16.37,25.1,14.02
2024-06-28,PVRINOX,Entertainment,Communication Services,1427.35,14008,-437.84,1.91,2.29,7.08,11.28,0,-0.44,1.13,4.08,4.67,3.44,-13.97,7.62,6.91
2024-06-28,ARE&M,Electrical Equipment & Parts,Industrials,1663.15,30440,32.58,4.48,2.6,24.04,17.24,0.45,13.74,0.02,16.19,1.17,-9999999999,103.82,118.72,37.09
2024-06-28,IIFL,Credit Services,Financial Services,517.6,20333,11.53,1.91,3.23,-3.48,9.84,0.9,16.58,4.43,5.58,0.64,3.21,-13.47,52.19,25.89
2024-06-28,BLS,Specialty Business Services,Industrials,350.6,14422,46.08,11.94,8.6,41.22,37.64,0.21,25.92,0.03,21.38,0.83,69.09,9.77,12.07,11.69
2024-06-28,ALOKINDS,Textile Manufacturing,Consumer Cyclical,27.92,13863,-16.37,-0.7,2.52,-11.94,561.78,0,4.28,-1.32,-5.91,4.49,64.72,30.77,8.01,5.36
2024-06-28,VTL,Textile Manufacturing,Consumer Cyclical,480.4,13892,22,1.53,1.46,-13.17,11.71,0.76,6.94,0.2,5.78,-1.01,31.19,24.41,8.61,5.8
2024-06-28,GRINFRA,Engineering & Construction,Industrials,1740.05,16825,12.71,2.22,1.87,-10.57,7.92,0,17.44,0.5,17.05,-1.41,37.15,52.08,33.01,9.58
2024-06-28,HBLPOWER,Electrical Equipment & Parts,Industrials,500.1,13863,49.35,11.36,6.21,50.76,32.22,0,23.01,0.06,70.33,0.27,226.44,14.6,10.15,-1.25
2024-06-28,WESTLIFE,Restaurants,Consumer Cyclical,839.75,13054,188.6,22.19,5.51,38.44,37.14,0.41,11.77,2.32,56.14,-4.99,-2.51,2.8,4.39,0.45
2024-06-28,RKFORGE,Tools & Accessories,Industrials,890,16076,47.08,5.99,4.06,25.88,19.71,0.15,12.72,0.45,15.51,2.09,97.82,22.64,28.75,31.02
2024-06-28,KIRLOSENG,Specialty Industrial Machinery,Industrials,1393.25,20196,45.74,7.55,3.42,-43.08,22.83,0.36,16.51,1.55,19.21,1.38,262.17,112.56,62.11,15.15
2024-06-28,TITAGARH,Railroads,Industrials,1859.85,25048,87.53,11.23,6.5,291.95,51.11,0.03,12.83,0.07,17,0.92,265.36,78.23,102.38,32.91
2024-06-28,FINEORG,Specialty Chemicals,Basic Materials,4890.05,14993,36.4,7.8,7.06,23.63,23.73,0.18,21.44,0,24.84,-1.09,-0.78,-1.77,21.2,6.51
2024-06-28,AMBER,"Furnishings, Fixtures & Appliances",Consumer Cyclical,4521.75,15236,114.74,7.38,2.26,15.79,30.92,0,6.44,0.75,9.23,-7.38,105.87,44.22,23.62,26.94
2024-06-28,BIKAJI,Packaged Foods,Consumer Defensive,715.6,17918,67.32,14.71,8.02,73.23,42.95,0.1,21.81,0.14,25.17,0.72,68.73,31.04,45.91,31.09
2024-06-28,SWSOLAR,Solar,Technology,713.4,16637,-78.5,17.17,5.48,30.9,272.41,0,-21.87,0.53,-3.13,0.92,146.38,65.01,36.34,-1.44
2024-06-28,RAYMOND,Textile Manufacturing,Consumer Cyclical,2922.8,19452,11.88,4.21,2.16,36.48,9.31,0.1,35.47,0.91,11.74,0.06,73.82,69.62,61.63,33.05
2024-06-28,IEX,Capital Markets,Financial Services,180.54,16055,45.77,16.51,35.74,53.79,32.52,1.11,36.08,0.01,34.86,2.98,42.72,7.46,34.38,15.14
2024-06-28,SPARC,Drug Manufacturers - Specialty & Generic,Healthcare,240.39,7802,-20.15,62.04,103.26,-18.18,-21.09,0,-307.92,0.49,-165.85,-0.38,15.91,-16.18,-34.73,13.36
2024-06-28,GRAPHITE,Electrical Equipment & Parts,Industrials,561.4,10969,13.57,1.95,3.72,16.08,9.94,1.51,14.4,0.03,-3.89,0.04,41.66,2.04,-6.98,-3.69
2024-06-28,SPLPETRO,Specialty Chemicals,Basic Materials,765.15,14388,41.53,7.13,2.75,25.83,26.71,1.18,17.16,0.06,18.8,-1.36,73.48,36.73,22.53,16.28
2024-06-28,RAILTEL,Telecom Services,Communication Services,465.5,14940,60.69,8.18,5.82,26.85,29.91,0.44,13.47,0.01,15.66,2.01,250.13,37.72,27.97,11.94
2024-06-28,INGERRAND,Specialty Industrial Machinery,Industrials,4574.35,14441,64.93,24.89,11.9,69.79,44.76,1.53,38.33,0.01,46.02,2.98,55.41,46.88,24.29,4.31
2024-06-28,ECLERX,Information Technology Services,Technology,2419.1,NaN,23.18,NaN,NaN,NaN,NaN,NaN,22.76,0.12,25.43,3.11,43.32,-6.66,2.19,9.23
2024-06-28,JUNIPER,Lodging,Consumer Cyclical,423.35,9420,289.97,3.55,11.52,28.8,32.09,0,0.9,0.47,6.31,-0.13,-9999999999,-9999999999,-18.2,-5.32
2024-06-28,ERIS,Drug Manufacturers - Specialty & Generic,Healthcare,1023.45,13922,35.55,5.38,6.99,28.65,23.95,0,15.16,1.08,10.9,13.86,51.47,12.47,21.36,12.21
2024-06-28,RHIM,Metal Fabrication,Industrials,637.15,13158,-130.99,3.42,3.48,48.62,56.18,0.39,-2.61,0.13,8.59,1.59,-3.12,-20.88,15.29,-4.31
2024-06-28,ENGINERSIN,Engineering & Construction,Industrials,250.84,14099,31.67,6.25,4.3,63.52,23.08,1.2,19.74,0.01,11.39,1.11,117.46,46.31,24.21,-1.88
2024-06-28,MAHSEAMLES,Steel,Basic Materials,655.8,8788,9.24,1.53,1.63,8.44,6.51,0.76,16.6,0,18.05,0.38,36.44,-29.13,-22.5,-5.9
2024-06-28,HAPPSTMNDS,Information Technology Services,Technology,817.3,12207,48.85,8.25,7.51,57.43,28.96,0.7,16.78,0.35,16.51,10.86,-14.07,-8.79,9.79,1.88
2024-06-28,JKTYRE,Auto Parts,Consumer Cyclical,429.75,11205,14.25,2.5,0.75,6.94,7.56,0.67,17.52,1.03,19.51,0.08,107.26,7.9,-0.53,4.75
2024-06-28,TEJASNET,Communication Equipment,Technology,1413.1,24123,387.15,7.66,9.76,-11.85,78.09,0,2,0.6,2.41,-1.56,94.84,62.48,115.28,20.07
2024-06-28,PNCINFRA,Engineering & Construction,Industrials,481.45,12352,13.58,2.38,1.43,-53.42,9.29,0.1,17.54,1.55,13.68,0.36,46.25,36.99,10.34,-8.07
2024-06-28,NEWGEN,Software - Application,Technology,971.75,13584,55.53,11.1,10.92,48.27,40.15,0.26,20.56,0.04,19.92,1.41,203.29,24.4,22.2,12.43
2024-06-28,INOXINDIA,Specialty Industrial Machinery,Industrials,1315.5,11940,61.1,18.4,10.8,95.07,42.69,0.84,30.2,0.02,34.37,2.32,-9999999999,49.05,7.59,6.91
2024-06-28,TANLA,Software - Application,Technology,941.6,12661,23.09,6.52,3.22,21.46,15.73,1.06,28.24,0.04,32.3,0.99,-8.53,-13.98,14.87,0.26
2024-06-28,BIRLACORPN,Building Materials,Basic Materials,1597.05,12299,29.24,1.84,1.27,7.59,10.49,0.16,6.3,0.58,7.21,0.03,30.57,10.83,12.18,11.06
2024-06-28,BBTC,Packaged Foods,Consumer Defensive,2025.5,14133,20.65,3.02,0.84,6.93,7.23,6.1,14.64,0.46,36.19,-0.15,97.45,28.66,29.2,34.29
2024-06-28,GMDCLTD,Thermal Coal,Energy,392.95,12496,20.24,2.04,5.07,115.06,13.86,2.91,10.09,0,8.03,-0.42,137.86,-3.45,14.25,0.49
2024-06-28,NUVOCO,Building Materials,Basic Materials,363.05,12967,87.99,1.44,1.21,8.14,10.42,0,1.64,0.49,5.24,0.11,5.28,-5.08,18.57,15.13
2024-06-28,AKZOINDIA,Specialty Chemicals,Basic Materials,2835.4,12913,30.27,9.71,3.26,26.6,19.02,3.17,32.08,0.05,37.13,1.11,16.36,8.74,18.9,10.95
2024-06-28,CEATLTD,Auto Parts,Consumer Cyclical,2821.85,11415,17.76,2.82,0.96,6.64,8.01,0.43,15.9,0.44,20.2,0.07,35.42,16.27,5.2,18.29
2024-06-28,RPOWER,Utilities - Independent Power Producers,Utilities,28.93,11622,-4.48,1,1.47,3.66,16.13,0,-17.81,1.62,0.37,-0.01,104.45,24.16,2.41,14.8
2024-06-28,RELINFRA,Utilities - Independent Power Producers,Utilities,199.93,7911,-4.69,0.9,0.36,1.93,7.1,0.11,-18.39,1.11,9.33,0.08,43.89,-4.7,-26.21,17.26
2024-06-28,GPIL,Steel,Basic Materials,1064.1,14466,14.28,3.22,2.65,13.85,9.88,0.36,20.83,0.01,24.72,0.65,112.18,40.6,40.51,16.29
2024-06-28,ELECON,Specialty Industrial Machinery,Industrials,1322.1,14834,41.72,9.25,7.66,40.66,28.18,0.23,22.17,0.04,24.56,0.84,130.15,42.63,39.35,18.94
2024-06-28,ANANTRAJ,Real Estate - Development,Real Estate,429.7,14692,53.98,4.02,9.9,608.58,40.84,0.11,7.14,0.17,7.16,0.79,143.87,45.61,38.01,14.85
2024-06-28,ELECTCAST,Steel,Basic Materials,173.44,10722,14.1,2.1,1.43,13.31,9.98,0.79,14.47,0.46,16.97,0.11,202.95,56.68,-2.67,3.55
2024-06-28,DBREALTY,Real Estate - Development,Real Estate,186.05,10006,6.48,2,27.99,42.27,7.58,0,26.31,0.4,1.82,-0.01,148.9,0.24,-5.25,-6.81
2024-06-28,EQUITASBNK,Banks - Regional,Financial Services,97.16,11027,13.8,1.85,2.84,2.57,2.56,1.01,13.39,0.3,3.04,0.27,9.66,-7.91,4.98,2.65
2024-06-28,KFINTECH,Software - Application,Technology,700.2,11973,48.66,10.49,14.3,41.39,30.77,0,21.56,0.04,24.05,1.95,102.05,45.06,14.1,-5.87
2024-06-28,BAJAJELEC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1056.65,12173,92.86,8.45,2.63,34.41,35.95,0.38,9.1,0.15,8.96,-2.36,-10.88,6.92,16.42,12.84
2024-06-28,LATENTVIEW,Consulting Services,Industrials,501.3,10322,65.06,7.51,16.11,89.47,48.54,0,11.54,0.02,9.01,66.41,44.68,10.16,-1.27,6.29
2024-06-28,JPPOWER,Utilities - Independent Power Producers,Utilities,19.6,13433,13.14,1.17,1.99,6.97,8.16,0,8.91,0.37,11.41,0,221.31,40.5,28.52,1.03
2024-06-28,GRANULES,Drug Manufacturers - Specialty & Generic,Healthcare,492.8,11944,29.47,3.7,2.65,27.18,14.97,0.3,12.57,0.41,18.86,-1.45,64.05,21.54,14.56,14.62
2024-06-28,AAVAS,Mortgage Finance,Financial Services,1853.1,14666,29.92,3.89,8.05,-7.38,41.1,0,13,3.29,2.73,2.12,20.89,20.94,40.85,17.73
2024-06-28,AETHER,Specialty Chemicals,Basic Materials,922.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0.09,4.38,NaN,-13.98,3.96,18.11,14.41
2024-06-28,UTIAMC,Asset Management,Financial Services,1000.5,12732,16.63,2.9,10.77,39.16,12.53,2.19,17.45,0,8.39,0.22,37.88,15.45,23.06,8.35
2024-06-28,LEMONTREE,Lodging,Consumer Cyclical,144.16,11415,76.68,11.81,10.66,24.55,27.26,0,15.36,2.42,11.19,2.59,53.77,20.28,10.43,3.97
2024-06-28,JKLAKSHMI,Building Materials,Basic Materials,883.95,10402,22.04,3.26,1.53,11.57,11.11,0.65,14.81,0.65,14.36,0.7,20.67,-1.72,0.94,10.45
2024-06-28,GPPL,Marine Shipping,Industrials,209.21,10115,29.59,4.37,10.23,20.69,16.83,3.35,14.78,0.03,17.83,3.25,72.47,36.69,-1.57,6.5
2024-06-28,SFL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,915.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.25,0.51,4.39,NaN,-24.64,-26.23,-3.04,1.57
2024-06-28,PCBL,Specialty Chemicals,Basic Materials,256.21,9671,19.7,2.98,1.51,8.75,13.35,2.15,15.12,1.53,10.14,1.76,59.93,1.85,-4.29,5.46
2024-06-28,MAPMYINDIA,Software - Infrastructure,Technology,2301.25,12444,92.89,18.88,32.8,164.77,64.41,0.13,20.32,0.04,21.02,3.44,87.96,18.3,23.46,19.18
2024-06-28,ROUTE,Telecom Services,Communication Services,1823.4,11449,30.87,5.33,2.85,-117.32,20.35,0.61,17.45,0.18,17.44,2.38,14.64,14.07,13.8,28.88
2024-06-28,CANFINHOME,Mortgage Finance,Financial Services,915.2,12187,16.23,2.81,9.63,-4.74,13.55,0.44,17.28,7.29,2.83,0.78,17.02,17.69,21.55,26.72
2024-06-28,CUB,Banks - Regional,Financial Services,167.08,12376,12.27,1.47,4.32,28.37,2.28,0.6,12.09,0.56,2.14,1.47,35.51,12.13,23.63,17.46
2024-06-28,SAPPHIRE,Restaurants,Consumer Cyclical,1567.3,9985,190.9,7.46,3.85,22.25,22.3,0,3.94,0.87,5.73,-2.47,10.71,10.29,-0.11,10.92
2024-06-28,CAPLIPOINT,Drug Manufacturers - Specialty & Generic,Healthcare,1472.6,11184,24.47,4.83,6.6,35.12,17.98,0.31,19.74,0,21.04,1.09,83.5,8.59,11.95,12.69
2024-06-28,MINDACORP,Auto Parts,Consumer Cyclical,481.4,11327,50.73,5.72,2.44,39.49,22.01,0.27,11.47,0.27,14.92,-2.51,71.93,24.63,15.25,13.66
2024-06-28,MMTC,Conglomerates,Industrials,78.96,11844,61.63,7.29,2217.98,-33.56,57.93,0,11.82,0.09,-10.06,-0.7,149.09,32.04,18.83,9.82
2024-06-28,PTCIL,Metal Fabrication,Industrials,13742.3,19846,452.79,30.74,77.25,-206.12,231.24,0,6.54,0.28,7.44,8.18,198.83,129.03,87.37,77.74
2024-06-28,IFCI,Credit Services,Financial Services,61.58,15332,146.62,3.38,10.61,1291.58,12.37,0.47,2.29,1.18,2.39,-1.02,435.48,111.25,55.31,4.37
2024-06-28,PRAJIND,Engineering & Construction,Industrials,728.65,13394,47.25,10.51,3.86,67.17,31.06,0.62,22.23,0.13,22.82,2.6,92.74,31.05,36.72,42.62
2024-06-28,VOLTAMP,Electrical Equipment & Parts,Industrials,11003.8,11133,36.22,8.22,6.89,51.47,27,0.55,22.71,0,22.63,0.67,169.87,68.75,13.78,-1.71
2024-06-28,SCI,Marine Shipping,Industrials,251.85,11732,17.28,1.56,2.32,11.8,8.09,0.17,9.01,0.39,5.81,-0.79,148.13,54.6,20.62,0.28
2024-06-28,USHAMART,Steel,Basic Materials,387.85,11820,27.86,4.97,3.66,26.63,18.48,0.64,17.82,0.15,19.22,1.33,42.38,30.83,21.87,7.07
2024-06-28,EIDPARRY,Agricultural Inputs,Basic Materials,763.75,13558,15.09,1.92,0.46,6.87,6.5,1.68,12.75,0.25,18.05,-3.04,64.69,37.14,39.96,11.2
2024-06-28,RTNINDIA,Internet Retail,Consumer Cyclical,84.41,11657,27.35,13.89,2.08,-317.1,21.83,0,50.77,1.41,3.79,-0.11,101.46,10.7,21.98,9.06
2024-06-28,ANURAS,Specialty Chemicals,Basic Materials,764.75,8396,65.28,3.04,5.69,142.23,24.77,0.31,4.66,0.39,9.16,-1.49,-25.55,-27.31,-12.14,0.45
2024-06-28,GLS,Drug Manufacturers - Specialty & Generic,Healthcare,869.05,10649,22.64,4.57,4.66,25.75,15.1,2.59,20.19,0.01,25.74,31.96,51.57,32.27,11.9,4.58
2024-06-28,DOMS,Business Equipment & Supplies,Industrials,2040.2,12382,73.52,15.2,8.05,67.81,45.23,0.08,18.8,0.21,22.51,0.97,-9999999999,63.11,30.3,6.72
2024-06-28,INFIBEAM,Software - Infrastructure,Technology,30.87,8551,54.07,2.47,2.7,11.88,28.22,0.16,4.57,0.02,4.93,3.81,94.76,43.58,-9.47,0.88
2024-06-28,FORCEMOT,Auto Manufacturers,Consumer Cyclical,8965.4,11814,30.44,5.24,1.69,11.64,12.73,0.11,17.21,0.23,23.1,0.16,233.71,Infinity,23.76,8.26
2024-06-28,ZYDUSWELL,Packaged Foods,Consumer Defensive,1786,11365,42.58,2.12,4.91,46.12,37.72,0.28,4.98,0.06,5.29,-3.04,20.72,6.24,21.04,-0.86
2024-06-28,STARCEMENT,Building Materials,Basic Materials,211.11,8533,28.92,3.15,2.93,17.42,14.81,0,10.89,0.05,14.52,1.52,48.62,19.68,-7.22,-3.05
2024-06-28,GODREJAGRO,Farm Products,Consumer Defensive,675.3,12980,36.09,5.16,1.36,19.14,18.04,1.41,14.29,0.56,13.88,1.89,49.4,21.14,38.67,26.58
2024-06-28,TTKPRESTIG,"Furnishings, Fixtures & Appliances",Consumer Cyclical,786.8,10907,47.74,5.22,4.07,37.75,28.93,0.76,10.94,0.09,10.7,-4.71,8.45,6.14,17.21,11.71
2024-06-28,ALKYLAMINE,Specialty Chemicals,Basic Materials,2136.8,10924,73.45,8.62,7.58,39.73,41,0.47,11.75,0,14.15,-2.11,-19.34,-15.73,17.8,11.15
2024-06-28,GNFC,Chemicals,Basic Materials,710.5,10441,21.88,1.26,1.32,326.25,10.57,4.42,5.98,0,2.03,-0.33,21.02,-5.61,13.66,6.21
2024-06-28,KPIGREEN,Utilities - Renewable,Utilities,1804.85,10881,64.07,13.02,10.63,-189.53,34.54,0.02,19.34,1.24,19.24,1.44,231.39,84.44,18.51,0.6
2024-06-28,CRAFTSMAN,Auto Parts,Consumer Cyclical,5541.55,11709,38.45,7.06,2.65,22.81,15.58,0.2,18.36,1.06,19.04,1.7,36.89,2.5,28.43,32.25
2024-06-28,MAHLIFE,Real Estate - Development,Real Estate,596.65,9258,94.26,4.94,43.65,-14,133.3,0.39,5.25,0.47,-7.3,-28.06,26.62,9.79,1.66,5.51
2024-06-28,REDTAPE,Footwear & Accessories,Consumer Cyclical,766.9,10599,60.14,16.35,5.75,125.62,33.71,0,27.18,0.74,26.36,2.51,-9999999999,63.17,16.56,6.45
2024-06-28,JUBLPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,739.75,11714,151.93,2.16,1.76,12.06,17.39,0.68,1.42,0.67,5.37,-0.67,83.22,35.62,29.8,4.77
2024-06-28,NETWEB,Computer Hardware,Technology,2594.45,14624,192.66,34.59,20.2,796.2,127.11,0.02,17.95,0.02,22.21,3.17,-9999999999,118.47,61.38,16.1
2024-06-28,NETWORK18,Broadcasting,Communication Services,79.64,NaN,-32.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.16,26.71,-8.83,-7.61,2.37
2024-06-28,PRSMJOHNSN,Building Materials,Basic Materials,175.08,8813,48.63,6.34,1.19,18.64,12.66,0,13.04,1.26,2.02,-0.18,39.34,-4.72,-1.97,14.21
2024-06-28,METROPOLIS,Diagnostics & Research,Healthcare,1978.05,10133,79.54,9.24,8.39,38.37,35.28,0.2,11.66,0.18,14.37,-7.52,35.47,17.87,14.76,0.35
2024-06-28,CERA,Building Products & Equipment,Industrials,8683.25,11294,47.25,8.39,6.01,47.84,31.53,0.58,17.76,0.03,18.2,3.34,11.74,10.65,28.02,22.86
2024-06-28,SBFC,Credit Services,Financial Services,82.34,8842,35.8,3.18,9.08,-7.65,38.27,0,8.53,1.44,4.89,0.56,-9999999999,-7.9,0.48,0.23
2024-06-28,GRSE,Aerospace & Defense,Industrials,2099.1,,,,,,,,,,,,262.04,140.38,174.5,45.29
2024-06-28,KIRLOSBROS,Specialty Industrial Machinery,Industrials,2121.85,16850,48.39,9.8,4.21,44.78,28.27,0.21,20.26,0.11,22.98,1,256.1,138.93,93.77,24.57
2024-06-28,UJJIVANSFB,Banks - Regional,Financial Services,45.05,8825,6.89,1.57,2.1,5.58,2.08,0.77,22.83,0.39,4.77,0.55,18.09,-20.83,1.69,-10.7
2024-06-28,SHRIPISTON,Auto Parts,Consumer Cyclical,1911.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.98,0.25,22.98,NaN,92.12,31.27,-2.51,0.1
2024-06-28,RENUKA,Confectioners,Consumer Defensive,49.04,10439,-16.64,-7.26,0.92,11.43,22.42,0,43.62,-4.03,20.22,-0.08,13.52,4.01,23.53,18.31
2024-06-28,RATEGAIN,Software - Application,Technology,746.25,8790,58.12,6.06,9.18,57.9,36.92,0,10.02,0.01,10.02,0.56,81.95,2.54,4.09,5.54
2024-06-28,WOCKPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,686.6,10533,-21.42,3.14,3.76,48.09,105.84,0,-13.78,0.7,-1.09,1.23,191.92,61.8,17.23,22.01
2024-06-28,SAFARI,Footwear & Accessories,Consumer Cyclical,2038.3,9941,56.54,12.07,6.41,45.82,34.48,0.11,21.35,0.18,24.72,1.51,37.69,4.46,18.11,0.78
2024-06-28,HAPPYFORGE,Metal Fabrication,Industrials,1219.45,11488,45.59,7.12,8.46,396.25,29.01,0.1,15.07,0.09,19.63,2.2,-9999999999,18.48,37.05,10.69
2024-06-28,TECHNOE,Engineering & Construction,Industrials,1553.3,16717,62.27,7.73,11.13,-84.32,48.64,0.39,12.41,0,8.89,1.36,324.05,94.2,101.27,39.51
2024-06-28,SHOPERSTOP,Department Stores,Consumer Cyclical,754.25,8293,107.75,27.51,1.92,14.77,14.44,0,25.63,9.24,10.71,-3.23,-5.01,9.15,-0.1,2.87
2024-06-28,IBULHSGFIN,Mortgage Finance,Financial Services,166.52,12301,10.13,0.62,3.71,-99.78,8.01,0.48,6.14,2.45,3.31,-0.34,60.84,-13.81,-1.06,1.57
2024-06-28,SYRMA,Electronic Components,Technology,497,8826,82.23,5.47,2.8,-77.69,39.32,0.3,6.66,0.39,7.97,-4.78,12.15,-25.93,6.79,4.43
2024-06-28,TEGA,Specialty Industrial Machinery,Industrials,1637.95,10899,56.31,9.14,7.3,43.22,32.46,0.12,16.27,0.26,18.5,10.58,67.74,42.18,31.98,9.31
2024-06-28,ACI,Chemicals,Basic Materials,669,8256,25.86,4.85,6.21,21.76,16.42,0.67,18.75,0.06,20.42,-1.03,23.79,2.97,0,8.36
2024-06-28,MEDPLUS,Pharmaceutical Retailers,Healthcare,682.45,8150,124.47,5.16,1.45,56.7,23.12,0,4.15,0.64,5.24,3.95,-11.52,-9.1,-0.79,-1.04
2024-06-28,MAHSCOOTER,Auto Parts,Consumer Cyclical,8964.25,10245,51.4,0.38,46,49.73,50.16,1.89,0.74,0,0.69,25.1,64.95,20.82,25.02,15.49
2024-06-28,NEULANDLAB,Drug Manufacturers - Specialty & Generic,Healthcare,7484.9,9604,32,7.49,6.16,36.77,20.23,0.13,23.39,0.07,28.68,0.38,161.01,41.45,18.39,23.19
2024-06-28,AZAD,Specialty Industrial Machinery,Industrials,1898.05,11220,191.53,17.39,32.93,-1613.92,75.59,0,9.08,0.06,13.75,0.31,-9999999999,174.26,38.76,33.66
2024-06-28,ESABINDIA,Tools & Accessories,Industrials,6075.4,9352,57.38,30.56,7.52,66.31,39.79,0.86,53.25,0.01,67.51,2.85,53.73,3.29,15.68,11.1
2024-06-28,GALAXYSURF,Specialty Chemicals,Basic Materials,2744.5,9731,32.28,4.47,2.56,18.77,19.49,0.15,13.83,0.09,15.68,-1.55,3.49,-1.13,20.84,9.78
2024-06-28,ZENTEC,Aerospace & Defense,Industrials,1175.05,9815,76.6,21.88,22.31,731.5,49.79,0.02,28.51,0.01,35.6,0.39,183.83,47.88,22.85,25.92
2024-06-28,JSWHL,Conglomerates,Industrials,7189.95,7979,51.3,0.31,47.06,69.39,41.02,0,0.61,0,0.54,-0.97,58,39.81,-0.31,9.36
2024-06-28,TV18BRDCST,Broadcasting,Communication Services,41.18,7060,-147.07,0.41,0.79,-1.11,24.16,0,-0.28,0.36,-2.44,1.04,10.4,-18.46,-11.25,-3.79
2024-06-28,HOMEFIRST,Mortgage Finance,Financial Services,1035.5,9166,30.75,4.32,8.83,-4.8,38.59,0.25,14.41,3.44,3.27,0.92,31.95,11.33,15.34,27.07
2024-06-28,MHRIL,Resorts & Casinos,Consumer Cyclical,454.9,9168,79.36,17.49,3.39,14.68,18.8,0,22.04,5.23,2.41,2069.35,52.86,20.03,15.97,12.25
2024-06-28,POWERMECH,Engineering & Construction,Industrials,4944.45,7817,30.47,4.25,1.86,38.29,15.7,0.04,13.51,0.22,20.93,2.05,49.99,15.37,-1.32,2.53
2024-06-28,KTKBANK,Banks - Regional,Financial Services,224,8451,6.47,0.78,1.83,23.33,0.73,1.85,12.05,0.41,1.82,-0.81,30.31,-4.29,-0.49,4.92
2024-06-28,JLHL,Medical Care Facilities,Healthcare,1298.2,8512,45.31,7.28,7.96,74.33,31.08,0.07,15.11,0,16.65,0.29,-9999999999,19.11,8.5,12.29
2024-06-28,MASTEK,Information Technology Services,Technology,2726.1,8409,28,4,2.75,20.02,16.76,0.69,14.3,0.25,16.06,14.64,42.55,-3.25,7.2,9.56
2024-06-28,PGHL,Drug Manufacturers - Specialty & Generic,Healthcare,5050.15,,,,,,,,,,,,-2.75,2.07,7.22,5.49
2024-06-28,THOMASCOOK,Travel Services,Consumer Cyclical,241.38,11232,43.36,5.46,1.54,13.55,19.71,0,12.59,0.2,10.14,0.01,223.35,77.68,45.41,12.3
2024-06-28,CCL,Packaged Foods,Consumer Defensive,591.05,7863,31.51,4.7,2.96,141.98,20.63,0.85,14.94,0.97,15.39,-2.6,-11.18,-8.19,0.81,0.78
