date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-26,ORIENTCEM,Building Materials,Basic Materials,252.81,5180,29.64,2.97,1.63,12.16,11.34,0.69,10.03,0.1,13.25,0.7,89.09,0.68,29.12,19.53
2024-06-26,SHILPAMED,Drug Manufacturers - Specialty & Generic,Healthcare,588.2,5106,160.27,2.82,4.43,37.73,23.68,0,1.76,0.52,5.69,-0.81,137.7,78.08,27.72,19.24
2024-06-26,AARTIDRUGS,Drug Manufacturers - Specialty & Generic,Healthcare,512.9,4716,27.51,3.68,1.86,13.14,16.46,0.2,13.38,0.44,16.19,7.31,15.1,4.84,18.1,6.25
2024-06-26,LGBBROSLTD,Auto Parts,Consumer Cyclical,1276.7,4008,14.77,2.44,1.71,11.69,9.11,1.25,16.53,0.07,18.53,1.91,14.66,1.47,0.46,1.43
2024-06-26,AARTIPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,624.6,5661,26.1,3.22,3.06,26.16,15.15,0.32,12.34,0.16,16.57,2.16,63.04,23.82,43.6,7.32
2024-06-26,TCIEXP,Integrated Freight & Logistics,Industrials,1231.15,4721,35.93,6.7,3.76,34.7,24.22,0.65,18.7,0.01,23.33,-6.74,-21.45,-10.42,20.24,18.35
2024-06-26,WSTCSTPAPR,Paper & Paper Products,Basic Materials,692.3,4573,6.61,1.41,1.03,5.98,4.13,1.75,21.35,0.09,21.3,-0.25,33.97,-5.09,17.12,12.3
2024-06-26,ADVENZYMES,Specialty Chemicals,Basic Materials,377.1,4217,31.63,3.18,6.76,29.83,18.67,1.34,10.07,0.04,11.84,1.21,39.72,0.47,8.22,0.88
2024-06-26,PRIVISCL,Specialty Chemicals,Basic Materials,1381.3,5396,56.54,5.84,3.08,15.22,18.19,0,10.27,1.09,13.93,0.16,27.54,17.43,39.36,28.55
2024-06-26,GREENPANEL,Lumber & Wood Production,Basic Materials,316.5,3882,27.2,2.95,2.48,28.76,15.42,0.47,10.83,0.22,10.29,-0.61,-6.43,-26.09,0.56,2.99
2024-06-26,VENUSPIPES,Steel,Basic Materials,2141.45,4347,50.55,10.7,5.42,83.21,30.07,0.05,21.17,0.37,29.99,0.58,88.45,52.9,13.15,0.09
2024-06-26,BBOX,Software - Application,Technology,324.09,5446,39.62,11.32,0.87,40.55,14.43,0,28.63,1.48,25.48,0.08,156.91,11.31,43.98,31.26
2024-06-26,IIFLSEC,Capital Markets,Financial Services,228.29,7029,13.72,3.93,3.84,-59.77,8.24,1.31,28.68,0.65,5.66,0.13,261.79,55.51,85.83,20.5
2024-06-26,PILANIINVS,Asset Management,Financial Services,4833.25,5352,32.15,0.37,18.72,-173.05,21.51,0.31,1.14,0.06,1.68,-0.99,155.81,51.68,41.92,23.01
2024-06-26,ROSSARI,Specialty Chemicals,Basic Materials,800.4,4422,33.84,4.22,2.42,102.23,17.54,0.06,12.47,0.11,16.5,1.53,-5.67,0.16,18.24,15.45
2024-06-26,KSL,Steel,Basic Materials,917.6,4006,16.1,2.38,2.04,13.28,10.92,1.09,14.81,0.35,17.31,0.33,164.02,89.37,7.16,5.46
2024-06-26,DCBBANK,Banks - Regional,Financial Services,140.14,4384,8.25,0.86,1.82,-3.54,1.77,0.89,10.57,1.23,1.37,0.55,19.98,5.49,17.37,7.97
2024-06-26,IMAGICAA,Entertainment,Communication Services,79.84,3848,7.43,4.84,14.8,36.24,6.41,0,68.09,0.32,2.15,0.77,78.41,34.52,3.35,-5.4
2024-06-26,BAJAJHIND,Confectioners,Consumer Defensive,41.13,5247,-59.61,1.17,0.86,8.15,31.18,0,-1.93,0.86,0.26,1.65,160.32,47.95,41.58,29.34
2024-06-26,DCAL,Biotechnology,Healthcare,172.65,2707,-17.64,0,1.03,7.05,672.64,0,-0.03,0.41,0,-0.04,21.24,0.99,-26.7,-11.23
2024-06-26,HARSHA,Tools & Accessories,Industrials,567.25,5165,46.34,4.39,3.71,38.03,26.52,0.18,9.48,0.15,10.99,-2.88,20.78,44.3,41.42,12.45
2024-06-26,BBL,Electrical Equipment & Parts,Industrials,4908.75,5549,42.21,2.97,2.96,23.02,27.05,0.41,7.05,0.08,7.89,0.2,229.05,103.14,53.01,13.24
2024-06-26,YATHARTH,Medical Care Facilities,Healthcare,411.05,3529,30.83,4.04,5.26,-1146.48,17.9,0,13.09,0.1,15.82,0.42,-9999999999,8.93,-2.2,1.07
2024-06-26,ORISSAMINE,Other Industrial Metals & Mining,Basic Materials,7421.5,,,,,,,,,,,,117.45,4.62,25.51,27.25
2024-06-26,THANGAMAYL,Luxury Goods,Consumer Cyclical,1688.6,4634,37.6,9.39,1.21,14.02,23.66,0.41,24.99,1.08,34.43,0.69,127.1,13.23,31.12,33.68
2024-06-26,ZAGGLE,Software - Infrastructure,Technology,282,3455,78.46,6,4.45,-41.74,43.15,0,7.65,0.15,10.35,0.86,-9999999999,26.54,-2.02,-5.59
2024-06-26,BHARATRAS,Agricultural Inputs,Basic Materials,12095.4,5026,52.62,5.09,4.81,122.36,33.37,0.01,9.67,0.08,9.14,-2.25,25.33,34.33,42.63,28.07
2024-06-26,KOLTEPATIL,Real Estate - Development,Real Estate,444.2,3377,-48.71,4.6,2.46,-30.41,106.67,0.9,-9.45,1.52,3.39,0.29,32.93,-9.09,-4.09,-7.38
2024-06-26,KSCL,Agricultural Inputs,Basic Materials,944.95,4784,16.01,3.88,4.17,12.28,13.68,0.58,24.23,0,20.03,0.69,87.69,54.25,51.59,11.09
2024-06-26,MEDIASSIST,Healthcare Plans,Healthcare,571.05,4010,59.92,8.5,6.32,60.4,31.01,0.32,14.67,0.06,16.99,-5.27,-9999999999,-9999999999,12.93,15.66
2024-06-26,INOXGREEN,Utilities - Renewable,Utilities,180.6,5303,277.85,3.94,23.64,-673.76,49.73,0,2.08,0.13,1.32,-2.27,206.88,71.84,52.34,27.9
2024-06-26,HATHWAY,Entertainment,Communication Services,22.13,3918,39.52,0.91,1.98,-9.56,7.85,0,2.32,0,-0.73,0.77,49.02,4.39,12.91,5.38
2024-06-26,SSWL,Auto Parts,Consumer Cyclical,215.8,3387,5.02,2.35,0.78,17.56,4.62,0.46,46.78,0.73,18.19,0.02,3.75,-16.74,-2.31,-0.53
2024-06-26,UNICHEMLAB,Drug Manufacturers - Specialty & Generic,Healthcare,545,3838,-54.45,1.62,2.25,229.85,52.99,0.01,-2.98,0.1,-0.53,0.84,47.22,34.27,10.76,-0.63
2024-06-26,CIGNITITEC,Information Technology Services,Technology,1353.7,3696,22.32,5.01,2.04,28.55,14.32,0.62,22.44,0.08,24.84,-24.67,63.43,26.87,6.94,2.42
2024-06-26,IMFA,Steel,Basic Materials,755.95,4079,10.34,1.92,1.47,7.96,6.51,1.67,18.61,0.09,23.33,0.14,131.46,51.39,18.19,4.22
2024-06-26,ASHAPURMIN,Other Industrial Metals & Mining,Basic Materials,428.7,3923,13.67,4.22,1.48,26.49,10.32,0,30.86,1.06,9.48,0.09,226.38,1.83,14.03,20.69
2024-06-26,HGS,Specialty Business Services,Industrials,842.45,3920,30.61,0.52,0.85,20.37,6.45,0.28,1.78,0.28,-2.12,-0.54,-20.81,-14.87,14.06,3.1
2024-06-26,MUTHOOTMF,Credit Services,Financial Services,243.34,4149,8.06,1.48,2.05,-1.95,18.98,0,16.03,3.04,4.36,0.04,-9999999999,-3.11,21.82,9.96
2024-06-26,SUBROS,Auto Parts,Consumer Cyclical,674.8,4403,45.11,4.61,1.43,26.68,16.36,0.15,10.21,0.04,13.44,0.44,47.27,24.54,30.89,11.23
2024-06-26,RAMKY,Engineering & Construction,Industrials,563.1,3897,12.66,2.28,1.8,10.53,7.07,0.11,17.98,0.49,17.4,-0.17,51.49,-28.88,15.91,13.46
2024-06-26,SUNFLAG,Steel,Basic Materials,214.57,3867,26.92,0.75,1.13,15.82,11.49,0,2.78,0.14,4.56,-0.31,31.44,2.49,15.27,-0.52
2024-06-26,CARERATING,Financial Data & Stock Exchanges,Financial Services,1050.65,3137,31.2,4.37,9.46,34.51,19.88,2.13,14.02,0.03,13.32,1.6,53.36,10.41,-6.14,-0.98
2024-06-26,GENSOL,Solar,Technology,1039.6,3938,66.11,12.09,4.09,-40.14,19.63,0,18.29,4.63,10.23,0.46,-9999999999,22.95,17.97,7.18
2024-06-26,SKIPPER,Engineering & Construction,Industrials,352.95,3987,49.43,4.47,1.21,20.02,13.66,0.03,9.16,0.66,19.23,0.43,113.65,58.08,9.14,15.25
2024-06-26,LAOPALA,"Furnishings, Fixtures & Appliances",Consumer Cyclical,331.2,3677,28.77,4.32,10.07,53.9,20.48,0.91,15,0.01,12.74,7.41,-24.98,-10.87,11.2,3.23
2024-06-26,LUMAXTECH,Auto Parts,Consumer Cyclical,589.4,4018,30.86,5.09,1.42,15.14,12.69,1.34,16.49,1.03,16.8,0.77,71.41,52.89,21.98,19.85
2024-06-26,DCXINDIA,Aerospace & Defense,Industrials,369.15,4112,54.05,3.65,2.89,927.97,36.84,0,6.05,0.26,5.88,-2.79,41.19,8.16,25.48,14.23
2024-06-26,BOMDYEING,Textile Manufacturing,Consumer Cyclical,201.53,4163,1.41,2.22,2.47,11.73,1.03,0,157.35,0,-3.98,0,91.48,30.86,27.35,13.83
2024-06-26,HIKAL,Drug Manufacturers - Specialty & Generic,Healthcare,338,4168,59.93,3.51,2.36,22.32,18.45,0.36,5.86,0.69,8.63,-5.29,6.24,11.2,27.52,15.87
2024-06-26,JISLJALEQS,Farm & Heavy Construction Machinery,Industrials,76.13,5214,118.95,0.96,0.85,9.75,12.33,0,0.83,0.74,7.5,-1.25,89.14,19.98,55.69,23.69
2024-06-26,CUPID,Household & Personal Products,Consumer Defensive,92.54,2484,623.16,8.24,14.52,316.66,43.06,0.16,13.23,0.04,15.57,24.11,-63.44,-91.74,-23.62,-6.34
2024-06-26,AVALON,Electronic Components,Technology,560.15,3681,133.69,6.73,4.24,212.9,49.73,0.11,5.11,0.38,6.09,-2.79,2.83,1.64,13.39,16.06
2024-06-26,LUXIND,Apparel Manufacturing,Consumer Cyclical,1462.9,4400,33.86,2.81,1.9,18.36,20.86,0.34,8.29,0.13,10.81,-3.98,-2.91,12.53,36.17,-0.45
2024-06-26,NUCLEUS,Software - Application,Technology,1401.65,3753,19.59,4.83,4.54,16.9,13.68,0.71,24.64,0.01,25.14,0.39,40.15,-4.54,18.29,11.95
2024-06-26,TASTYBITE,Packaged Foods,Consumer Defensive,10582.1,2716,65.4,9.48,5.04,40.66,30.33,0.02,14.49,0.3,12.24,1.75,-20.81,-20.49,-14.4,0.98
2024-06-26,SOTL,Specialty Chemicals,Basic Materials,571.6,3950,19.67,2.44,1.07,23.64,11.64,0.7,12.38,0,14.07,-1.78,98.16,62.36,24.59,13.71
2024-06-26,ARVSMART,Real Estate - Development,Real Estate,735.9,3337,80.96,6.75,9.78,109.4,30.31,0.45,8.41,0.22,14.75,1.32,119.74,71.24,5.46,14.08
2024-06-26,SANDHAR,Auto Parts,Consumer Cyclical,566.65,3411,30.93,3.36,0.97,12.41,11.61,0.44,10.8,0.73,12.81,0.62,79.32,14.89,7.92,6.77
2024-06-26,SALASAR,Steel,Basic Materials,19.02,3003,56.72,6.67,2.48,58.1,26.61,0.11,11.75,0.78,22.34,-8.28,88.88,44.64,-4.9,-8.78
2024-06-26,NEOGEN,Specialty Chemicals,Basic Materials,1684.8,4445,124.68,5.85,6.44,-152.48,40.82,0.17,4.69,0.54,9.33,-3.83,6.62,13.83,40.85,14.98
2024-06-26,DATAMATICS,Information Technology Services,Technology,603.85,3563,17.98,2.9,2.3,19.38,12,0.84,16.13,0.01,16.35,3.74,12.57,-16.62,13.34,8.35
2024-06-26,JTLIND,Steel,Basic Materials,224.93,3982,35.23,5.14,1.95,-179.95,24.25,0.04,14.59,0.03,18.83,0.94,29.55,-5.47,22.74,2.4
2024-06-26,ANUP,Specialty Industrial Machinery,Industrials,1803,3589,34.68,6.79,6.52,21.18,26.44,0.41,19.58,0.04,19.59,0.11,117.76,32.57,14.17,3.84
2024-06-26,HERITGFOOD,Packaged Foods,Consumer Defensive,576.65,5352,50.22,6.62,1.41,13.73,25.14,0.43,13.18,0.16,15.34,0.62,174.86,90.13,70.68,58.92
2024-06-26,THYROCARE,Diagnostics & Research,Healthcare,626.7,3319,46.7,6.3,5.8,19.8,22.58,2.87,13.43,0.08,16.34,4.51,21.62,-2.62,6.23,1.02
2024-06-26,VADILALIND,Packaged Foods,Consumer Defensive,4233.6,3044,20.85,5.61,2.7,15.85,13.84,0.04,26.91,0.41,26.38,0.4,46.72,67.39,-2.53,-6.17
2024-06-26,NAVNETEDUL,Publishing,Communication Services,152.45,3449,13.71,2.67,1.97,22.13,9.8,1.71,19.45,0.2,17.11,0.6,21.33,0.89,10.67,-1.39
2024-06-26,DISHTV,Entertainment,Communication Services,15.73,2897,-1.54,-1.05,1.56,4.28,7.74,0,71.35,0,-10.26,-0.09,3.83,-14.04,-6.09,-4.95
2024-06-26,KDDL,Luxury Goods,Consumer Cyclical,2805.55,3518,34.26,4.79,2.53,35.94,14.54,2.13,13.99,0.34,13.92,0.36,103.82,-1.27,14.41,12.52
2024-06-26,KALAMANDIR,Apparel Retail,Consumer Cyclical,188.08,2772,25.04,2.61,2.02,-129.14,13.68,0,9.49,0.44,12.65,1.39,-9999999999,-31.61,-6.15,9.64
2024-06-26,LANDMARK,Auto & Truck Dealerships,Consumer Cyclical,727.2,3003,53.62,5.57,0.91,73.58,16.66,0.3,10.39,1.35,13.85,-1.43,0.31,-12.84,-0.93,8.45
2024-06-26,INDOCO,Drug Manufacturers - Specialty & Generic,Healthcare,326.35,3008,30.54,2.71,1.68,19.19,13.72,0.69,8.87,0.61,9.95,-0.99,-0.05,-17.42,-0.7,2.64
2024-06-26,BAJAJCON,Household & Personal Products,Consumer Defensive,265.24,3788,24.36,4.56,3.91,32.56,18.87,3.01,18.71,0.01,17.32,1.62,37,20.78,25.08,10.89
2024-06-26,TVSSRICHAK,Auto Parts,Consumer Cyclical,4198.5,3215,29.78,2.89,1.1,14.1,13.71,0.76,9.71,0.76,11.95,0.78,41.89,-7.2,7.44,0.52
2024-06-26,CARTRADE,Auto & Truck Dealerships,Consumer Cyclical,786.15,3687,257.72,1.78,7.52,232.23,48.13,0,0.69,0.05,1.85,-4.73,63.59,10.15,23.21,-9.98
2024-06-26,SBCL,Metal Fabrication,Industrials,588.55,3391,40.23,9.93,6.66,49.48,26.37,0.24,24.67,0.12,26.14,6.17,-5.84,6.9,13.32,18.54
2024-06-26,FIEMIND,Auto Parts,Consumer Cyclical,1323.05,3483,21.01,3.93,1.73,25.82,11.6,1.13,18.68,0.03,22.41,1.14,51.33,26.14,16.8,7.54
2024-06-26,PRAKASH,Steel,Basic Materials,185.35,3320,9.53,1.1,0.9,5.52,6.61,0,11.51,0.12,10.37,0.12,147.13,10.86,11.49,12.47
2024-06-26,DELTACORP,Resorts & Casinos,Consumer Cyclical,131.81,3530,14.45,1.4,3.81,20.73,8.62,0.95,9.7,0.02,8.8,-2.24,-47.24,-9.69,19.12,13.09
2024-06-26,RAJRATAN,Steel,Basic Materials,589.8,2995,41.68,6.08,3.36,28.36,24.28,0.34,14.58,0.39,18.02,-1.48,-29.88,-24.42,1.53,5.12
2024-06-26,IDEAFORGE,Computer Hardware,Technology,800.45,3433,74.32,5.2,10.93,45.15,38.17,0,6.85,0.02,5.09,1.84,-9999999999,-3.58,16.4,14.94
2024-06-26,MAHLOG,Integrated Freight & Logistics,Industrials,481.45,3469,-63.35,7.04,0.63,15.29,16.86,0.52,-11.12,1.5,1.94,0.21,27.28,24.13,17.76,9.52
2024-06-26,PFOCUS,Entertainment,Communication Services,126.29,3787,-9.36,7.34,0.96,-116.44,15.37,0,-78.4,9.42,-5.13,0.03,9.91,18.97,28.6,27.95
2024-06-26,GREAVESCOT,Specialty Industrial Machinery,Industrials,134.51,3121,-23.07,2.17,1.19,-20.39,58.14,0.67,-9.39,0.06,0.4,0.08,-1.96,-11.48,6.25,5.09
2024-06-26,DOLLAR,Apparel Manufacturing,Consumer Cyclical,553.6,3140,34.36,4.02,2,-122.8,21.42,0.54,11.7,0.41,16.46,0.46,44.13,19.77,7.54,-1.78
2024-06-26,UFLEX,Packaging & Containers,Consumer Cyclical,515.8,3725,-5.39,0.52,0.28,4.51,14.98,0.59,-9.56,0.96,21.19,0.02,25.29,6.81,27.61,19.72
2024-06-26,UNITECH,Real Estate - Diversified,Real Estate,11.56,3025,-0.91,-0.72,6.34,200.36,-40.07,0,79.31,-1.72,16.07,-0.05,725.71,72.54,3.68,10.1
2024-06-26,BFUTILITIE,Utilities - Renewable,Utilities,905.85,,,,,,,,,,,,145.82,53.14,17.34,-4.39
2024-06-26,SHARDACROP,Agricultural Inputs,Basic Materials,437.4,3947,123.91,1.76,1.25,11.56,11.32,0.68,1.43,0.01,20.79,-1.37,-21.12,-3.4,36.2,8.93
2024-06-26,BANARISUG,Confectioners,Consumer Defensive,3235.2,4057,26.64,2.4,1.83,14.79,14.49,0.39,9.02,0.29,13.35,4.29,19.77,26.54,40.5,34.15
2024-06-26,SEQUENT,Drug Manufacturers - Specialty & Generic,Healthcare,120.06,2990,-83.37,4.55,2.18,97.72,70.04,0,-5.46,0.74,0.84,1.18,26.65,5.55,3.95,12.84
2024-06-26,GREENPLY,Lumber & Wood Production,Basic Materials,321.45,3977,57.3,5.6,1.82,35.85,21.8,0.16,9.86,0.77,11.75,-2.4,76.23,34.78,39.04,24.4
2024-06-26,MAITHANALL,Steel,Basic Materials,1208,3517,10.08,1.12,2.03,-8.55,7.43,0.5,11.11,0.01,2.91,-0.34,23.4,1.45,23.22,-1.43
2024-06-26,SHK,Specialty Chemicals,Basic Materials,194.13,2688,21.74,2.22,1.4,25.01,10.41,1.1,10.09,0.55,14.85,0.22,64.31,33.47,-5.53,-1.21
2024-06-26,SUNCLAY,Metal Fabrication,Industrials,1529.1,3094,-25.75,5.15,2.19,67.99,71.12,0,-20.02,2.38,-5.15,-2.26,-9999999999,1.15,8.93,-1.99
2024-06-26,GUFICBIO,Drug Manufacturers - Specialty & Generic,Healthcare,355.9,3569,41.43,6.7,4.42,-478.43,26.35,0.03,16.17,0.63,17.88,9.21,54.71,12.47,25.98,11.41
2024-06-26,BLSE,Specialty Business Services,Industrials,255.99,2326,57.66,5.39,7.71,118.36,48.19,0,7.28,0.02,8.67,0.51,-9999999999,-9999999999,-17.42,-2.61
2024-06-26,DIACABS,Specialty Industrial Machinery,Industrials,1244.4,6558,385.26,-6.74,19.1,238.95,159.15,0,-1.75,-0.33,1.68,-2.76,538.15,677.02,133.76,19.52
2024-06-26,ESAFSFB,Banks - Regional,Financial Services,53.91,2776,6.52,1.11,0.99,2.77,2.21,0,17.08,1.29,4.46,0.16,-9999999999,-21.53,-0.99,0.2
2024-06-26,VSTTILLERS,Farm & Heavy Construction Machinery,Industrials,4258.25,3679,30.39,3.98,3.8,75.68,19.73,0.59,13.11,0,9.92,0.98,50.34,12.7,31.43,29.13
2024-06-26,HLEGLAS,Specialty Industrial Machinery,Industrials,482.45,3294,80.54,7.9,3.4,35.24,35.24,0.23,7.12,0.93,12,-1.95,-25.21,-10.64,18.16,11.07
2024-06-26,BCG,Advertising Agencies,Communication Services,9.38,,,,,,,,,,,,-66.91,-51.52,-32.03,-6.2
2024-06-26,GOODLUCK,Steel,Basic Materials,897.8,2853,19.34,2.48,0.82,-62.11,11.4,0.76,11.47,0.53,19.06,0.49,116.47,-4.56,2.63,0.17
2024-06-26,SWARAJENG,Auto Parts,Consumer Cyclical,3005.9,3652,26.49,9.91,2.57,25.65,18.01,3.06,37.41,0,45.38,8.35,43.61,24.07,31.66,20.65
2024-06-26,SEAMECLTD,Marine Shipping,Industrials,1257.15,3197,26.7,3.51,4.38,21.31,12.84,0.08,13.13,0.36,9.53,0.1,105.06,20.2,15.48,11.89
2024-06-26,SMLISUZU,Auto Manufacturers,Consumer Cyclical,2075.85,3005,27.85,10.52,1.37,-60.47,18.39,0.01,37.77,1.48,33.44,0.06,88,57.01,8.78,-5.32
2024-06-26,ASHIANA,Real Estate - Development,Real Estate,416,4182,49.94,5.43,4.46,19.7,35.34,0.12,10.83,0.19,8.49,0.25,118.49,53.76,51.85,13.85
2024-06-26,DALMIASUG,Confectioners,Consumer Defensive,418.05,3384,12.42,1.15,1.17,-14.14,8.04,1.14,9.29,0.49,8,1.39,11.67,1.31,22.9,11.2
2024-06-26,HINDWAREAP,"Furnishings, Fixtures & Appliances",Consumer Cyclical,439.45,3178,123.29,5.31,1.13,13.2,15.89,0.12,4.31,1.75,9.53,-2.23,-22.03,-13.65,16.66,5.31
2024-06-26,SAGCEM,Building Materials,Basic Materials,250.1,3269,-62.84,1.68,1.31,8.16,14.04,0.28,-2.23,0.74,0.95,0.1,16.46,-1.79,20.07,16.16
2024-06-26,SAKSOFT,Information Technology Services,Technology,280.2,2823,30.76,5.58,3.71,24.19,18.85,0.27,19.03,0.05,21.87,1.47,-6.77,-12.42,9.43,5.82
2024-06-26,APOLLO,Aerospace & Defense,Industrials,106.73,3014,92.01,5.81,8.11,-43.85,37.49,0.02,6,0.39,12.86,-1.14,93,-6.34,11.99,-4.11
2024-06-26,SUPRIYA,Biotechnology,Healthcare,394.05,3172,26.63,3.89,5.56,27.99,16.93,0.15,14.61,0.01,18.61,0.81,60.15,25.19,18.35,9.23
2024-06-26,AUTOAXLES,Auto Parts,Consumer Cyclical,2077.25,3140,18.89,3.58,1.41,12.07,11.94,1.54,18.97,0.02,23.38,7.42,-7.55,-3.18,18.2,3.11
2024-06-26,STYLAMIND,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1850.15,3136,24.42,5.84,3.43,27.77,16.52,0,23.94,0,29.64,0.72,17.56,7.45,18.44,18.64
2024-06-26,FLAIR,Business Equipment & Supplies,Industrials,297.15,3132,24.38,3.48,3.2,40.34,15.27,0,13.23,0.08,15.97,2.52,-9999999999,-14.77,18.46,-1.03
2024-06-26,VINDHYATEL,Engineering & Construction,Industrials,2381.9,2823,9.99,0.71,0.69,6.4,6.47,0.63,7.11,0.12,5.29,0.19,26.66,8.8,7.04,6.07
2024-06-26,CARYSIL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,825.5,2214,38.24,6.25,3.24,38.27,18.84,0.25,16.35,0.88,19.66,3.61,16.88,0.41,-15.93,-1.7
2024-06-26,THEJO,Specialty Industrial Machinery,Industrials,2925.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.23,0.17,25.68,NaN,76.65,58.52,19.62,4.06
2024-06-26,MPSLTD,Publishing,Communication Services,1979,3386,28.29,7.36,6.21,28.68,18.02,2.53,25.83,0.01,28.38,2.97,82.94,16.52,29.07,21.1
2024-06-26,MARATHON,Real Estate - Development,Real Estate,568.9,2912,17.5,2.92,4.13,131.72,11.94,0.16,16.72,0.76,13.67,0.61,77.95,36.39,11,36.71
2024-06-26,ISMTLTD,Steel,Basic Materials,133.68,4018,23.14,2.46,1.54,24.96,11.41,0.37,10.63,0.1,16.82,0.24,72.05,45.86,54.1,16.04
2024-06-26,FILATEX,Textile Manufacturing,Consumer Cyclical,59.8,2655,24.02,2.2,0.62,15.81,11.44,0.25,9.19,0.19,10.46,1.03,51.01,21.67,2.13,6.98
2024-06-26,NRBBEARING,Auto Parts,Consumer Cyclical,363.55,3524,14.71,4.1,3.22,30.3,9.6,0.96,27.84,0.21,14.04,0.1,92.71,8.25,35.63,9.42
2024-06-26,JCHAC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1987.45,5405,-71.38,9.27,2.82,21.24,-298.74,0,-12.99,0.08,-9.53,9.15,93.47,78.06,108.31,17.96
2024-06-26,MOLDTKPAC,Packaging & Containers,Consumer Cyclical,800.6,2661,39.89,4.48,3.81,33.75,20.59,0.75,11.2,0.21,13.99,-2.26,-21.38,-12.75,2.3,0.82
2024-06-26,DREAMFOLKS,Airports & Air Services,Industrials,495.2,2626,39.27,11.11,2.31,119.78,26.65,0.1,29.19,0.03,36.77,-7.37,-15.73,-8.38,1.4,-2.26
2024-06-26,GMRP&UI,Thermal Coal,Energy,88.44,5339,-51.72,-1.83,1.19,3.16,10.94,0,3.53,-4.76,9.92,0.48,387.27,57.51,106.39,32.59
2024-06-26,SHALBY,Medical Care Facilities,Healthcare,270.55,2901,34.49,2.9,3.11,147.99,16.5,0.45,8.4,0.38,9.72,1.37,61.47,-10.59,13.15,-3.32
2024-06-26,INNOVACAP,Drug Manufacturers - Specialty & Generic,Healthcare,503.85,2884,27,3.47,2.67,19.7,18.67,0,11.35,0.29,13.11,0.47,-9999999999,-6.94,12.08,1.51
2024-06-26,PFS,Credit Services,Financial Services,45.04,2893,18,1.14,3.8,1.13,29.61,2.22,6.33,1.55,3.07,-2.08,124.08,7.24,12.6,9.85
2024-06-26,AJMERA,Real Estate - Development,Real Estate,690.5,2451,23.83,2.83,3.5,11.15,15.29,0.43,11.88,0.93,11.06,0.54,80.31,56.95,-4.47,-0.59
2024-06-26,HMAAGRO,Packaged Foods,Consumer Defensive,54.74,2742,27.25,3.82,0.57,-16.53,17.18,0.55,14.03,0.69,12.73,-1.47,-9999999999,-34.83,7.23,2.99
2024-06-26,NILKAMAL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2011.7,3002,24.56,2.13,0.94,12,10.63,0.99,8.67,0.29,9.9,-2.81,-16.38,-10.12,17.94,8.95
2024-06-26,RPGLIFE,Drug Manufacturers - Specialty & Generic,Healthcare,1634.5,2704,30.83,7.21,4.64,28.65,19.83,0.73,23.39,0,29.09,1.04,80.85,22.36,6.94,11.72
2024-06-26,TATVA,Specialty Chemicals,Basic Materials,1125.15,2632,86.71,3.57,6.69,26.84,34.49,0.18,4.12,0.02,5.76,-2.36,-38.11,-29.76,4.32,4.84
2024-06-26,STYRENIX,Chemicals,Basic Materials,2028.6,3568,20.6,4.94,1.61,16.5,12.98,4.62,23.96,0.04,29.02,-3.83,82.31,40.52,41.76,8.99
2024-06-26,QUICKHEAL,Software - Application,Technology,512.7,2744,113.19,6.28,9.4,150.84,69.5,0.48,5.55,0,1.13,0.38,223.88,41.86,9.2,17.67
2024-06-26,ACCELYA,Information Technology Services,Technology,1703.85,,,,,,,,,,,,26.05,20.36,1.4,4.82
2024-06-26,REPCOHOME,Mortgage Finance,Financial Services,527.9,3303,7.93,1.11,4.75,-4.82,9.57,0.51,13.94,3.58,3.8,0.25,75.94,34.53,31.74,6.26
2024-06-26,PCJEWELLER,Luxury Goods,Consumer Cyclical,50.59,2355,-3.74,0.8,3.89,36.87,-60.85,0,-21.47,1.42,-6.44,-0.02,93.09,8.33,-5.97,4.52
2024-06-26,APOLLOPIPE,Building Products & Equipment,Industrials,636.65,2622,61.23,4.57,2.66,21.03,26.37,0.09,7.46,0.11,9.62,0.86,-11.8,-7.07,0.12,-3.43
2024-06-26,GANECOS,Textile Manufacturing,Consumer Cyclical,1410.85,3571,77.73,3.39,3.18,82.12,25.75,0.12,3.86,0.38,6.07,-1.8,26.97,43.9,43.23,21.55
2024-06-26,PARAGMILK,Packaged Foods,Consumer Defensive,179.36,2138,24.01,2.34,0.68,21.57,12.47,0,9.93,0.71,11.51,0.47,29.78,-22.81,-13.73,4.07
2024-06-26,BAJEL,Utilities - Regulated Electric,Utilities,304.31,3509,818.43,6.2,3.08,17.96,124.01,0,0.76,0.03,0.77,-2.21,-9999999999,129.15,41.41,16.17
2024-06-26,PSPPROJECT,Engineering & Construction,Industrials,675.25,2431,19.77,2.66,0.97,-10.85,9.74,0.37,13.44,0.5,20.44,-2.91,-7.4,-11.9,-1.84,4.58
