date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-26,TATAMOTORS,Auto Manufacturers,Consumer Cyclical,951.85,364772,11.62,4.3,0.84,5.37,6.67,0.21,36.98,1.26,45.88,0.01,66.09,22.04,-4.12,-0.69
2024-06-26,NTPC,Utilities - Regulated Electric,Utilities,365.05,353977,17.01,2.2,1.98,8.68,10.56,2.1,12.95,1.48,9.2,0.74,96.21,17.32,8.71,-1.24
2024-06-26,AXISBANK,Banks - Regional,Financial Services,1285.4,396748,15.12,2.53,5.18,-71.43,5.19,0.08,16.8,1.45,2.6,0.11,32.07,16.61,22.75,8.29
2024-06-26,DMART,Discount Stores,Consumer Defensive,4801,312417,123.32,16.71,6.15,113.78,73.56,0,13.56,0.03,17.57,18.44,23.99,17.6,6.09,5.81
2024-06-26,ADANIGREEN,Utilities - Renewable,Utilities,1774.3,281055,255.5,28.58,30.48,36.44,40.89,0,11.19,6.6,8.77,9.01,84.91,11.1,-3.32,-8.04
2024-06-26,ADANIPORTS,Marine Shipping,Industrials,1467.8,317066,39.09,5.99,11.87,21.11,22.36,0.34,15.32,0.93,11.69,0.74,103.79,43.29,9.39,2.53
2024-06-26,ULTRACEMCO,Building Materials,Basic Materials,11143.1,321131,45.88,5.33,4.53,29.47,24.52,0.34,11.63,0.19,13.29,1.2,35.75,6.09,14.3,8.97
2024-06-26,ASIANPAINT,Specialty Chemicals,Basic Materials,2863.35,274551,50.29,14.66,7.76,44.98,33.24,0.93,29.15,0.13,31.42,1.52,-13.91,-15.84,0.58,-0.31
2024-06-26,COALINDIA,Thermal Coal,Energy,468.75,288878,7.72,3.49,2.22,15.96,5.13,5.23,45.21,0.08,19.9,0.43,108.19,24.67,7.98,-5.2
2024-06-26,BAJAJFINSV,Financial Conglomerates,Financial Services,1600.25,254964,31.29,4.23,2.41,-3.71,14.39,0.46,13.51,3.79,19.71,1.12,5.08,-5.07,-2.65,0.28
2024-06-26,BAJAJ-AUTO,Auto Manufacturers,Consumer Cyclical,9474.65,264514,34.74,9.13,6.04,40.33,25.39,1.5,26.61,0.06,27.76,1.23,105.17,39.39,3.57,5.29
2024-06-26,POWERGRID,Utilities - Regulated Electric,Utilities,326.7,303851,19.52,3.49,6.63,8.15,10.5,3.69,17.87,1.42,12.95,20.22,74.56,37.73,17.98,2.75
2024-06-26,NESTLEIND,Packaged Foods,Consumer Defensive,2534.25,,,,,,,,,,,,11.95,-4.66,-3.36,3.02
2024-06-26,WIPRO,Information Technology Services,Technology,495.2,258749,23.78,3.45,2.88,14.68,13.75,0.2,14.73,0.22,14.86,35.13,29.43,5.07,3.15,9.45
2024-06-26,M&M,Auto Manufacturers,Consumer Cyclical,2851.5,341601,28.32,5.16,2.47,-60.68,16.32,0.53,17.02,1.61,12.07,2.98,103.33,64.88,48.41,11.86
2024-06-26,IOC,Oil & Gas Refining & Marketing,Energy,164.27,231970,5.42,1.26,0.3,3.26,4.57,4.73,22.75,0.72,22.56,0.02,83.85,26.51,-2.07,-2.74
2024-06-26,JIOFIN,Asset Management,Financial Services,356.25,,,,,,,,,,,,-9999999999,52.93,0.71,-1.06
2024-06-26,HAL,Aerospace & Defense,Industrials,5285.45,353478,46.38,12.13,11.63,42.99,29.9,0.56,26.15,0,19.99,1.51,188.74,88.5,58.87,2.78
2024-06-26,DLF,Real Estate - Development,Real Estate,825.7,204387,74.93,5.18,31.8,80.5,55.4,0.48,6.92,0.12,4.28,2.2,70.65,13.67,-7.95,-1.99
2024-06-26,ADANIPOWER,Utilities - Independent Power Producers,Utilities,719.9,277662,13.95,6.44,5.51,19.59,11.07,0,48.28,0.8,18.62,0.13,184.43,37.08,34.86,2.14
2024-06-26,JSWSTEEL,Steel,Basic Materials,919.2,223964,25.41,2.88,1.3,18.54,10.3,0.37,11.35,1.13,12.38,0.23,20.55,4.42,10.72,1.91
2024-06-26,TATASTEEL,Steel,Basic Materials,172.56,215416,-48.55,2.34,0.95,10.61,17.67,2.06,-4.82,0.95,7.1,0.32,55.81,23.61,10.72,-1.68
2024-06-26,SIEMENS,Specialty Industrial Machinery,Industrials,7597.1,,,,,,,,,,,,104.98,88.76,41.37,5.29
2024-06-26,IRFC,Credit Services,Financial Services,175.04,228752,35.67,4.65,8.59,28.9,64.73,0.86,13.04,3.8,1.32,9.03,435.29,76.19,22.96,-5.15
2024-06-26,VBL,Beverages - Non-Alcoholic,Consumer Defensive,1607.55,,,,,,,,,,,,101.09,29.97,14.94,7.42
2024-06-26,ZOMATO,Internet Retail,Consumer Cyclical,197.25,171219,493.13,8.39,14.13,265.04,265.31,0,1.72,0.04,-2.28,-3.7,159.03,59.46,8.32,7.41
2024-06-26,PIDILITIND,Specialty Chemicals,Basic Materials,3173.95,161431,93.41,19.2,13.04,59.26,58.59,0.35,20.57,0.05,25.43,2.61,21.08,16.9,5.28,5.1
2024-06-26,GRASIM,Building Materials,Basic Materials,2552.25,173153,29.97,1.95,1.32,-16.15,19.18,0.65,6.34,1.55,4.55,-1.69,47.85,20.03,11.58,6.76
2024-06-26,SBILIFE,Insurance - Life,Financial Services,1450.9,145303,76.73,9.75,1.1,5.01,72.37,0.19,12.7,0,33.14,7.62,12.79,1.28,-3.29,2.89
2024-06-26,BEL,Aerospace & Defense,Industrials,306.85,224301,56.3,13.74,11.07,48.14,38.76,0.65,24.41,0,26.3,1.69,159.16,66.59,52.28,4.21
2024-06-26,LTIM,Information Technology Services,Technology,5177.5,153339,33.52,7.66,4.32,27.05,21.67,1.16,22.89,0.1,25.52,8.83,0.28,-17.75,4.84,5.83
2024-06-26,TRENT,Apparel Retail,Consumer Cyclical,5363.8,190678,128.26,46.88,15.41,141.35,65.78,0.04,36.55,0.43,22.26,0.55,207.76,75.58,35.86,14.56
2024-06-26,PNB,Banks - Regional,Financial Services,124.36,136933,15.04,1.24,2.54,-4.9,0.93,0.52,8.25,0.66,1.61,0.09,144.56,29.88,-0.03,-4.01
2024-06-26,INDIGO,Airlines,Industrials,4225.9,163111,19.96,81.7,2.37,7.69,11.46,0,409.35,25.69,20.63,-0.01,67.05,42.43,19.08,-0.64
2024-06-26,BANKBARODA,Banks - Regional,Financial Services,280.95,145290,7.74,1.21,2.02,-23.16,1.5,1.96,15.68,0.85,2.26,0.3,47.13,21.57,6.4,3.84
2024-06-26,HDFCLIFE,Insurance - Life,Financial Services,589.05,126670,80.58,8.64,1.25,11.97,80.31,0.38,10.73,0.06,33.56,5.74,-11.71,-8.91,-6.99,4.4
2024-06-26,ABB,Specialty Industrial Machinery,Industrials,8390.85,,,,,,,,,,,,95.39,79.49,31.91,-0.09
2024-06-26,BPCL,Oil & Gas Refining & Marketing,Energy,298.4,64731,2.37,0.86,0.14,1.8,2.48,8.23,35.51,0.72,30.7,0,65.61,32.43,-0.93,-9.03
2024-06-26,PFC,Credit Services,Financial Services,480.05,158422,8.02,1.57,4.72,-1.62,11.98,3.88,19.54,8.52,3.08,0.33,188.7,25.47,23.01,-6.46
2024-06-26,GODREJCP,Household & Personal Products,Consumer Defensive,1414.25,144653,-258.07,11.48,10.35,69.88,200.49,0.35,-4.45,0.26,21.92,1.94,36.33,25.02,12.98,6.42
2024-06-26,TATAPOWER,Utilities - Independent Power Producers,Utilities,432.2,138103,37.36,4.27,2.25,10.96,13.89,0.46,11.42,1.66,7.12,3.43,97.13,30.12,9.64,-3.11
2024-06-26,HINDALCO,Aluminum,Basic Materials,674.7,150927,14.86,1.42,0.7,6.27,7.7,0.44,9.57,0.53,9.7,182.97,61.51,9.73,20.43,-0.46
2024-06-26,HINDZINC,Other Industrial Metals & Mining,Basic Materials,650,274646,35.4,18.07,9.78,20.58,19.26,2,51.06,0.6,44.19,-1.35,112.94,104.37,122.37,-8.05
2024-06-26,TECHM,Information Technology Services,Technology,1413.05,138021,53.16,5.18,2.65,21.65,25.25,2.84,8.84,0.1,10.22,-1.04,26.2,11.03,13.22,6.27
2024-06-26,AMBUJACEM,Building Materials,Basic Materials,657.05,,,,,,,,,,,,51.45,26.14,7.3,3.88
2024-06-26,INDUSINDBK,Banks - Regional,Financial Services,1497.9,116585,12.99,1.84,3.88,-6.89,3.39,0.93,14.2,0.75,3.09,0.64,13.83,-6.32,-3.55,2.24
2024-06-26,CIPLA,Drug Manufacturers - General,Healthcare,1479.1,119418,28.97,4.47,4.69,28.89,17.53,0.57,15.43,0.02,19.07,0.61,46.55,18.68,-1.19,0.03
2024-06-26,GAIL,Utilities - Regulated Gas,Utilities,213.43,140332,14.18,1.82,1.05,11.15,9.48,2.58,12.86,0.28,10.31,0.18,104.63,31.67,17.88,5.42
2024-06-26,RECLTD,Credit Services,Financial Services,515.6,135770,9.6,1.96,7.87,-2.35,12.09,2.1,20.4,6.42,3.03,0.35,220.25,24.89,14.32,-10.95
2024-06-26,BRITANNIA,Packaged Foods,Consumer Defensive,5421.7,130592,61.03,33.13,7.89,50.75,39.11,1.33,54.29,0.52,57.51,-7.79,9.44,1.56,10.39,4.02
2024-06-26,UNIONBANK,Banks - Regional,Financial Services,140.47,107230,7.77,1.1,1.96,5.38,0.17,1.91,14.14,0.28,2,0.17,99.39,17.94,-8.49,-12.21
2024-06-26,ADANIENSOL,Utilities - Independent Power Producers,Utilities,1005.1,112119,98.58,8.87,6.75,18.57,23.71,0.08,9,2.93,8.68,-12.1,-9999999999,-3.89,-2.1,-8.99
2024-06-26,IOB,Banks - Regional,Financial Services,64.18,121316,45.51,4.4,7.82,-108.42,7.39,0,9.67,1.1,1.75,1.7,166.86,48.22,7.06,-13.85
2024-06-26,LODHA,Real Estate - Development,Real Estate,1434.85,142690,89.73,8.17,13.83,56.8,54.9,0.07,8.87,0.44,12.49,0.41,115.48,40.18,26.32,6.33
2024-06-26,EICHERMOT,Auto Manufacturers,Consumer Cyclical,4739.7,129776,32.48,7.19,7.99,34.85,22.24,0.78,22.17,0.02,19.1,0.87,34.05,14.39,17.92,-1.12
2024-06-26,CANBK,Banks - Regional,Financial Services,118.69,21532,1.41,0.23,0.32,1.43,-0.77,10.11,16.58,0.62,1.9,0.04,100.46,35.65,2.13,1.44
2024-06-26,TATACONSUM,Packaged Foods,Consumer Defensive,1086.9,103564,88.22,6.45,6.81,53.47,51.03,0.78,7.16,0.22,8.74,-16.41,27.24,0.01,-0.85,-0.09
2024-06-26,DRREDDY,Drug Manufacturers - Specialty & Generic,Healthcare,6070.05,101084,18.15,3.6,3.62,22.25,12.31,0.66,19.85,0.07,22.41,0.77,20.78,4.69,-1.43,3.36
2024-06-26,TVSMOTOR,Auto Manufacturers,Consumer Cyclical,2376.75,112917,66.95,16.65,2.88,-90.14,24.77,0.34,24.86,3.83,21.61,2.49,82.24,17.32,10.45,5.65
2024-06-26,ZYDUSLIFE,Drug Manufacturers - Specialty & Generic,Healthcare,1065.8,107245,27.95,5.41,5.64,33.22,19.02,0.58,19.35,0.04,18.96,0.29,86.75,54.64,5.8,0.69
2024-06-26,ATGL,Utilities - Regulated Gas,Utilities,893.65,98285,147.22,27.45,21.96,102.9,85.54,0.03,18.64,0.43,19.78,6.65,39.31,-9.55,-3.55,-8.12
2024-06-26,VEDL,Other Industrial Metals & Mining,Basic Materials,442.1,164039,39.02,5.34,1.16,4.6,7.61,11.32,13.8,2.37,21.82,-0.65,58.15,70.99,62.75,-3.83
2024-06-26,CHOLAFIN,Credit Services,Financial Services,1430.25,120130,34.83,6.13,11.79,-3.37,17.82,0.14,17.46,6.86,3.78,1.3,30.75,13.53,23.66,12.62
2024-06-26,HAVELLS,Electrical Equipment & Parts,Industrials,1918.3,120217,94.6,16.14,6.47,61.56,57.49,0.39,17.06,0.04,18.67,5.11,49.18,40.23,26.62,1.64
2024-06-26,HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,5453,109018,29.11,6.16,2.88,22.14,18.39,2.48,21.16,0.03,24.04,0.87,91.73,31.73,15.47,7.26
2024-06-26,DABUR,Household & Personal Products,Consumer Defensive,601.8,106642,57.98,10.81,8.6,52.96,36.99,0.91,18.68,0.14,17.88,7.24,5.47,8,15.03,6.06
2024-06-26,SHREECEM,Building Materials,Basic Materials,27498.9,99219,41.42,4.79,4.83,29.64,19.67,0.38,11.57,0.08,12,0.47,14.49,-4.03,7.07,8.2
2024-06-26,MANKIND,Drug Manufacturers - Specialty & Generic,Healthcare,2139.5,85706,44.8,9.15,8.29,39.82,30.52,0,20.43,0.02,21.71,0.91,27.53,7.92,-7.01,1.19
2024-06-26,BAJAJHLDNG,Asset Management,Financial Services,8503.6,94640,13.02,1.74,12.34,48.76,12.74,1.5,13.4,0,11.5,0.26,22.18,10.8,2.79,6.45
2024-06-26,DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,4545.35,120665,75.42,8.89,15.38,95.69,47.29,0.66,11.79,0,12.87,-6.15,26.85,16.43,31.93,6.82
2024-06-26,APOLLOHOSP,Medical Care Facilities,Healthcare,6136.8,88238,98.19,12.72,4.63,45.95,37.52,0.24,12.96,0.77,14.09,10.12,19.33,7.59,-3.46,3.33
2024-06-26,NHPC,Utilities - Renewable,Utilities,99.7,100149,27.63,2.59,10.4,14.44,21.09,2.32,9.36,0.84,4.4,-3.81,117.21,54.33,11.15,-2.54
2024-06-26,SHRIRAMFIN,Credit Services,Financial Services,2989.05,112327,15.27,2.29,5.49,-3.61,9.68,1.67,15.05,3.09,5.85,0.68,76.23,45.57,26.67,25.59
2024-06-26,BOSCHLTD,Auto Parts,Consumer Cyclical,34149.4,100720,40.43,8.35,6.02,80.4,27.39,1.42,20.66,0,13.59,0.54,83.87,53.8,13.71,8.18
2024-06-26,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,2790.55,94445,57.03,13.78,8.94,28.92,27.78,1.07,24.15,0.59,26.57,1.73,48.51,21.04,7.3,5.1
2024-06-26,ICICIPRULI,Insurance - Life,Financial Services,596.5,85938,101.02,7.81,0.96,-11.38,93.75,0.1,7.73,0.11,30,22.43,2.83,11.53,-2,4.12
2024-06-26,IDBI,Banks - Regional,Financial Services,84.59,90955,15.72,1.78,5.01,-74.19,3.88,1.18,11.33,0.33,2.11,0.28,57.82,25.5,4.43,-5.64
2024-06-26,JSWENERGY,Utilities - Independent Power Producers,Utilities,712.3,116904,68.03,5.61,10.18,18.75,24.84,0.3,8.27,1.52,7.35,4.13,162.99,74.14,34.68,14.68
2024-06-26,JINDALSTEL,Steel,Basic Materials,1047.1,104965,17.68,2.37,2.1,17.47,11.41,0.19,13.4,0.37,11.77,0.2,79.93,39.97,23.31,-1.15
2024-06-26,BHEL,Specialty Industrial Machinery,Industrials,295.75,102983,1183,4.21,4.49,-27.74,89.96,0.14,1.15,0.36,1.08,-13.64,250.62,52.8,19.59,-0.94
2024-06-26,INDHOTEL,Lodging,Consumer Cyclical,649.95,92516,73.48,9.78,13.67,47.81,39.53,0.17,13.31,0.29,13.24,2.91,69.46,48.27,9.95,11.85
2024-06-26,CUMMINSIND,Specialty Industrial Machinery,Industrials,3999.3,110861,64.43,16.77,12.51,86.25,46.29,0.78,26.02,0.02,23.29,1.61,112.41,103.64,33.03,5.1
2024-06-26,ICICIGI,Insurance - Diversified,Financial Services,1786.9,88038,46.08,7.21,4.04,39.72,33.17,0,15.72,0.01,34.41,4.48,34.52,25.83,6.08,10.06
2024-06-26,CGPOWER,Electrical Equipment & Parts,Industrials,685.3,104669,73.45,34.69,13.01,263.65,57.67,0.19,47.29,0.01,33.57,1.53,83.58,50.81,26.7,5.27
2024-06-26,MCDOWELL-N,Beverages - Wineries & Distilleries,Consumer Defensive,1281.9,93240,64.64,13.09,8.24,83.4,41.75,0.3,19.77,0,15.39,2.71,40.87,14.69,13.02,10.73
2024-06-26,HDFCAMC,Asset Management,Financial Services,4044.35,86341,44.5,12.2,33.41,53.47,34.04,1.19,27.46,0,28.97,1.23,97.01,26.19,7.73,3.17
2024-06-26,MAXHEALTH,Medical Care Facilities,Healthcare,879.45,85475,81.13,10.17,15.81,76.19,52.94,0.11,12.58,0.15,11.6,-17.72,44.25,28.15,7.26,9.36
2024-06-26,SOLARINDS,Specialty Chemicals,Basic Materials,9908.8,89665,107.26,27.13,14.77,63.77,65.86,0.08,25.29,0.34,28.94,10.32,164.57,47.29,12.83,2.29
2024-06-26,MOTHERSON,Auto Parts,Consumer Cyclical,193.75,131294,48.32,5.02,1.34,17.35,16.68,0.34,10.39,0.76,12.65,0.59,127.81,90.04,65.46,34.83
2024-06-26,INDUSTOWER,Telecom Services,Communication Services,356.1,95933,15.89,3.55,3.35,8.28,7.25,0,22.32,0.76,18.89,0.08,118.94,78.9,22.31,3.89
2024-06-26,POLYCAB,Electrical Equipment & Parts,Industrials,7180.35,107875,60.6,13.18,5.98,83.22,39.99,0.28,21.79,0.02,26.43,1.52,106.62,30.91,41.76,4.98
2024-06-26,OFSS,Software - Infrastructure,Technology,9492.1,82270,37.07,10.47,12.91,45.94,25.23,2.37,28.24,0.01,31.29,1.61,149.46,125.32,8.18,24.94
2024-06-26,SRF,Specialty Chemicals,Basic Materials,2398.8,71107,53.24,6.19,5.51,33.96,28.4,0.3,11.64,0.44,13.25,-1.39,3.92,-3.24,-6.31,3.85
2024-06-26,IRCTC,Railroads,Industrials,990.45,79236,71.31,24.53,18.56,89.82,50,0.45,34.4,0.02,40.72,6.79,57.06,11.6,6.53,-10.06
2024-06-26,COLPAL,Household & Personal Products,Consumer Defensive,2801.9,76208,57.57,40.66,13.5,63.56,38.51,1.53,70.62,0.04,88.36,2.18,65.55,10.76,3.38,5.04
2024-06-26,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,1583.65,72164,37.82,5.05,3.67,19.78,18.95,0.25,13.4,0.2,16.8,0.11,79.61,19.71,-2.05,-2.01
2024-06-26,NAUKRI,Internet Content & Information,Communication Services,6747.95,87135,151.91,2.88,34.35,124.07,88.64,0.28,1.9,0.01,2.1,-0.24,53.65,31.28,20.67,7.83
2024-06-26,TIINDIA,Conglomerates,Industrials,4232.75,81863,68.18,16.05,5.01,121.25,37.13,0.2,23.54,0.18,17.91,2.65,35.05,19.51,13.28,11.17
2024-06-26,INDIANB,Banks - Regional,Financial Services,540.65,72824,8.65,1.21,2.28,-8.45,1.22,1.47,13.97,0.38,1.84,-1.62,94.13,28.45,3.83,-6.66
2024-06-26,HINDPETRO,Oil & Gas Refining & Marketing,Energy,333.45,47302,2.95,1.01,0.11,1.98,3.97,4.5,34.13,1.42,20.04,-0.01,87.33,25.39,5.16,-10.23
2024-06-26,BERGEPAINT,Specialty Chemicals,Basic Materials,495.8,57801,49.48,10.75,5.16,36.33,29.69,0.54,21.71,0.14,25.48,1.38,-12.32,-18,-13.48,1.94
2024-06-26,YESBANK,Banks - Regional,Financial Services,23.79,68439,54.07,1.62,5.09,7.1,6,0,3.05,1.91,0.84,0.95,48.22,10.91,2.54,3.21
2024-06-26,TORNTPOWER,Utilities - Independent Power Producers,Utilities,1511.2,72631,39.62,6.02,2.67,17.06,17.33,1.06,15.2,0.96,12.44,-2.95,140.79,61.82,11.29,8.08
2024-06-26,OIL,Oil & Gas E&P,Energy,700.9,76006,12,1.57,2.34,6.95,8.83,2.77,13.11,0.5,13.34,-0.44,186.61,88.34,16.77,4.88
2024-06-26,SBICARD,Credit Services,Financial Services,732,69611,28.85,5.76,5.26,-12.77,17.73,0.52,19.93,3.3,11.24,4.37,-14.97,-3.64,7.24,4.15
2024-06-26,IDEA,Telecom Services,Communication Services,18.02,90316,-2.89,-0.87,2.12,4.34,36.19,0,29.99,-2.34,-4.21,0.11,140.27,12.62,36,19.73
2024-06-26,MARICO,Household & Personal Products,Consumer Defensive,613.15,79263,53.64,20.68,8.21,55.2,37.06,1.55,38.65,0.14,37.53,3.91,15.94,11.79,23.32,1.76
2024-06-26,GODREJPROP,Real Estate - Development,Real Estate,3066.55,85263,117.58,8.53,28.09,-123.11,80.54,0,7.26,1.07,-1.34,4.37,96.16,52.31,33.32,7.85
2024-06-26,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1197.95,70193,22.12,2.35,2.45,28.83,11.86,0.38,10.63,0.22,13.15,0.34,66.8,10.51,10.03,0.13
2024-06-26,UCOBANK,Banks - Regional,Financial Services,55.12,65902,39.37,2.42,5.8,65.79,3.38,0,12.62,0.93,1.13,-4.63,105.67,38.67,5.59,-9.64
2024-06-26,BANKINDIA,Banks - Regional,Financial Services,123.9,56408,8,0.8,1.91,-12.71,1.12,1.45,9.3,1.15,1.56,0.12,71.25,10.04,-9.6,-6.46
2024-06-26,PERSISTENT,Information Technology Services,Technology,3950.9,60052,55.59,12.11,6.11,49.17,33.18,0.68,22.06,0.09,26.33,3.1,61.53,6.93,-0.84,5.73
2024-06-26,MUTHOOTFIN,Credit Services,Financial Services,1775.4,71276,16.48,2.84,7.32,-5.18,11.68,1.24,17.22,2.7,6.79,0.84,43.4,20.26,19.92,3.93
2024-06-26,NMDC,Steel,Basic Materials,249.25,73046,13.1,2.85,3.43,9.88,9.09,0,21.73,0.13,25.47,-27.83,138.52,18.89,23.54,-5.08
2024-06-26,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,4973.6,59467,33.12,5.77,4.69,30.53,24.98,0.91,17.41,0.14,16.81,0.4,46.48,-4.4,0.64,-6.81
2024-06-26,PIIND,Agricultural Inputs,Basic Materials,3775.95,57279,34.06,6.56,7.47,28.13,25.34,0.3,19.26,0.02,19.04,0.93,-1.62,7.4,-2.37,4.44
2024-06-26,LTTS,Information Technology Services,Technology,4845.7,51246,39.31,9.62,5.31,34.33,23.91,0.97,24.47,0.12,27.68,5.12,25.89,-7.79,-11.62,5.29
2024-06-26,GICRE,Insurance - Reinsurance,Financial Services,385.6,67650,9.79,1.22,1.43,6.07,5.11,1.87,12.5,0,25.59,2.96,111.35,25.17,16.94,5.77
2024-06-26,TATACOMM,Telecom Services,Communication Services,1841.6,52486,54.21,29.38,2.5,16.49,14.67,1.14,54.21,6.3,16.16,-1.18,17.61,4.03,-8.4,1.27
2024-06-26,JSL,Steel,Basic Materials,813.2,66962,24.69,4.66,1.74,13.9,14.23,0.43,18.9,0.42,18.42,0.87,146.27,42.14,17.1,12.57
2024-06-26,MRF,Auto Parts,Consumer Cyclical,125927.45,53408,25.66,3.2,2.12,16.18,12.24,0.14,12.46,0.17,14.75,0.15,26.44,-2.82,-5.59,-3.84
2024-06-26,SAIL,Steel,Basic Materials,143.97,59468,19.4,1.04,0.56,20.43,8.1,1.04,5.37,0.64,6.73,0.48,69.38,16.43,7.24,-13.61
2024-06-26,PGHH,Household & Personal Products,Consumer Defensive,16039,,,,,,,,,,,,11.49,-7.64,-5.25,1.59
2024-06-26,SUZLON,Specialty Industrial Machinery,Industrials,52.76,71821,108.76,18.32,11.05,2162.62,70.77,0,16.84,0.04,20.35,-1.33,274.18,38.12,30.59,16.73
2024-06-26,LINDEINDIA,Specialty Chemicals,Basic Materials,8175.05,,,,,,,,,,,,87.18,44.94,27.56,-6.08
2024-06-26,SUPREMEIND,Building Products & Equipment,Industrials,5767.85,73268,68.49,14.34,7.23,51.86,41.94,0.49,20.94,0.01,23.64,2.9,87.5,26.96,36.28,2.91
2024-06-26,CONCOR,Railroads,Industrials,1047.3,63812,50.62,5.4,7.37,45.96,27.39,1.05,10.66,0.08,10.47,6.82,61.43,21.83,18.73,-5.05
2024-06-26,OBEROIRLTY,Real Estate - Development,Real Estate,1796.5,65322,33.9,4.72,14.53,23.25,24.62,0.45,13.92,0.18,14.44,29.11,82.54,24.47,21.73,-0.41
2024-06-26,ASTRAL,Building Products & Equipment,Industrials,2406,64632,118.35,20.27,11.46,78.49,67,0.16,17.1,0.04,21.34,6.04,23.09,26.13,20.83,10.66
2024-06-26,IDFCFIRSTB,Banks - Regional,Financial Services,82.74,58497,19.56,1.81,2.61,5.07,5.28,0,9.12,1.58,2.11,2.47,5.74,-6.93,9.73,5.2
